Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene
17,71164931,71165432,chr17-71164931-71165432,Stable,Stable,Stable,27,Myl12a,-171275,,,,,,
6,127057106,127057607,chr6-127057106-127057607,Stable,Stable,Stable,27,Rad51ap1,-134056,,,,,,
10,61714851,61715674,chr10-61714851-61715674,Stable,Stable,Stable,27,H2afy2,22991,,,,,,
6,124757280,124757781,chr6-124757280-124757781,Stable,Stable,Stable,27,Cdca3,71766,,,,,,
12,71380211,71380712,chr12-71380211-71380712,Stable,Stable,Stable,27,Dact1,-70327,,,,,,
15,94442884,94443788,chr15-94442884-94443788,Stable,Stable,Stable,27,Adamts20,-172721,,,,,,
1,136466046,136466547,chr1-136466046-136466547,Stable,Stable,Stable,27,Kif14,0,,,,,,
4,136185277,136185778,chr4-136185277-136185778,Stable,Stable,Stable,27,E2f2,-12883,,,Id3,-41780,,
5,117304825,117305326,chr5-117304825-117305326,Stable,Stable,Stable,27,Rfc5,72777,,,,,,
6,86364336,86364837,chr6-86364336-86364837,Stable,Stable,Stable,27,Tia1,39382,,,,,,
11,58801786,58802287,chr11-58801786-58802287,Stable,Stable,Stable,27,Hist3h2bb-ps,151761,,,,,,
11,94428335,94428836,chr11-94428335-94428836,Stable,Stable,Stable,27,Eme1,216160,,,,,,
11,98729186,98729687,chr11-98729186-98729687,Stable,Stable,Stable,27,Cdc6,178114,,,,,,
12,11369991,11370492,chr12-11369991-11370492,Stable,Stable,Stable,27,Gen1,-131071,,,,,,
2,153140115,153140616,chr2-153140115-153140616,Stable,Stable,Stable,27,Plagl2,87143,,,,,,
6,87672013,87672514,chr6-87672013-87672514,Stable,Stable,Stable,27,Prokr1,-93422,,,,,,
7,45128676,45129177,chr7-45128676-45129177,Stable,Stable,Stable,27,Tead2,86576,,,,,,
16,96081230,96081731,chr16-96081230-96081731,Stable,Stable,Stable,27,Hmgn1,38887,,,,,,
7,82865667,82866761,chr7-82865667-82866761,Stable,Stable,Stable,27,Mex3b,572,,,,,,
15,94231090,94231591,chr15-94231090-94231591,Stable,Stable,Stable,27,Adamts20,38572,,,,,,
17,68003949,68004450,chr17-68003949-68004450,Stable,Stable,Stable,27,Arhgap28,-161236,,,,,,
19,6061472,6061973,chr19-6061472-6061973,Stable,Stable,Stable,27,Cdca5,23010,,,,,,
10,30200323,30200824,chr10-30200323-30200824,Stable,Stable,Stable,27,Cenpw,-5754,,,,,,
4,101472876,101473377,chr4-101472876-101473377,Stable,Stable,Stable,27,Lepr,244027,,,,,,
5,106949043,106949544,chr5-106949043-106949544,Stable,Stable,Stable,27,Cdc7,14778,,,,,,
3,88058154,88058655,chr3-88058154-88058655,Stable,Stable,Stable,27,Iqgap3,23316,,,,,,
17,35731380,35731881,chr17-35731380-35731881,Stable,Stable,Stable,27,Tubb5,102040,,,Mdc1,109634,,
12,69447944,69448445,chr12-69447944-69448445,Stable,Stable,Stable,27,Pole2,-246171,,,,,,
8,46551693,46552194,chr8-46551693-46552194,Stable,Stable,Stable,27,Casp3,65097,,,,,,
17,67667935,67668578,chr17-67667935-67668578,Stable,Stable,Stable,27,Arhgap28,174135,,,,,,
1,172217062,172217563,chr1-172217062-172217563,Stable,Stable,Stable,27,Vangl2,-216102,,,,,,
13,23750877,23751981,chr13-23750877-23751981,Stable,Stable,Stable,27,Hist1h2bb,-4143,,,Hist1h1a,11685,,
13,23543160,23543983,chr13-23543160-23543983,Stable,Stable,Stable,27,Hist1h2bb,202751,,,Hist1h1a,219683,,
8,127092538,127093172,chr8-127092538-127093172,Stable,Stable,Stable,27,Pard3,-28645,,,,,,
6,125145024,125145525,chr6-125145024-125145525,Stable,Stable,Stable,27,Ncapd2,22482,,,,,,
8,120382116,120382993,chr8-120382116-120382993,Stable,Stable,Stable,27,Gins2,195640,,,,,,
4,72200782,72201283,chr4-72200782-72201283,Stable,Stable,Stable,27,Tle1,-83640,,,,,,
6,128165903,128166404,chr6-128165903-128166404,Stable,Stable,Stable,27,Rhno1,190596,,,Foxm1,196563,,
10,128376473,128377142,chr10-128376473-128377142,Stable,Stable,Stable,27,Myl6,113718,,,,,,
4,101507722,101508223,chr4-101507722-101508223,Stable,Stable,Stable,27,Lepr,209181,,,,,,
7,14595171,14595672,chr7-14595171-14595672,Stable,Stable,Stable,27,Nlrp5-ps,-64519,,,,,,
2,131233743,131234244,chr2-131233743-131234244,Stable,Stable,Stable,27,Hspa12b,-106463,,,,,,
17,53833265,53833766,chr17-53833265-53833766,Stable,Stable,Stable,27,Sgo1,-158479,,,,,,
5,8312130,8312631,chr5-8312130-8312631,Stable,Stable,Stable,27,Dbf4,84342,,,,,,
13,21783147,21783847,chr13-21783147-21783847,Stable,Stable,Stable,27,Hist1h1b,-3264,,,,,,
19,4548245,4548746,chr19-4548245-4548746,Stable,Stable,Stable,27,Rbm4b,207751,,,,,,
15,94444508,94445009,chr15-94444508-94445009,Stable,Stable,Stable,27,Adamts20,-174345,,,,,,
9,119982305,119983277,chr9-119982305-119983277,Stable,Stable,Stable,27,Csrnp1,-11142,,,,,,
6,126939385,126940671,chr6-126939385-126940671,Stable,Stable,Stable,27,Rad51ap1,-16335,,,,,,
11,29047736,29048387,chr11-29047736-29048387,Stable,Stable,Stable,27,Efemp1,-194532,,,,,,
17,65884760,65885500,chr17-65884760-65885500,Stable,Stable,Stable,27,Ddx11,238020,,,,,,
7,82839079,82839580,chr7-82839079-82839580,Stable,Stable,Stable,27,Mex3b,27753,,,,,,
10,80101001,80101502,chr10-80101001-80101502,Stable,Stable,Stable,27,Pwwp3a,124932,,,,,,
13,73715856,73716357,chr13-73715856-73716357,Stable,Stable,Stable,27,Slc12a7,16737,,,Trip13,194990,,
12,69451014,69451515,chr12-69451014-69451515,Stable,Stable,Stable,27,Pole2,-249241,,,,,,
7,28208830,28209458,chr7-28208830-28209458,Stable,Stable,Stable,27,Plekhg2,150146,,,,,,
5,148965681,148966182,chr5-148965681-148966182,Stable,Stable,Stable,27,Hmgb1,80520,,,,,,
13,21980974,21981952,chr13-21980974-21981952,Stable,Stable,Stable,27,Hist1h1b,-201091,,,,,,
3,96044426,96045106,chr3-96044426-96045106,Stable,Stable,Stable,27,Hist2h2bb,224646,,,,,,
1,57774150,57775215,chr1-57774150-57775215,Stable,Stable,Stable,27,Sgo2a,220756,,,,,,
15,103183081,103183582,chr15-103183081-103183582,Stable,Stable,Stable,27,Hnrnpa1,56850,,,,,,
5,24586494,24586995,chr5-24586494-24586995,Stable,Stable,Stable,27,Wdr86,124743,,,,,,
2,144123331,144123832,chr2-144123331-144123832,Stable,Stable,Stable,27,Snx5,126291,,,,,,
1,21014429,21014930,chr1-21014429-21014930,Stable,Stable,Stable,27,Mcm3,-211461,,,,,,
6,86487354,86487855,chr6-86487354-86487855,Stable,Stable,Stable,27,Tia1,-83135,,,,,,
17,15395942,15396443,chr17-15395942-15396443,Stable,Stable,Stable,27,Dll1,-28588,,,,,,
7,52037867,52038368,chr7-52037867-52038368,Stable,Stable,Stable,27,Gas2,-175852,,,,,,
11,11872344,11872845,chr11-11872344-11872845,Stable,Stable,Stable,27,Grb10,57663,,,,,,
5,123674932,123675633,chr5-123674932-123675633,Stable,Stable,Stable,27,Kntc1,74083,,,,,,
9,103201764,103202265,chr9-103201764-103202265,Stable,Stable,Stable,27,Topbp1,102950,,,,,,
11,119126343,119126844,chr11-119126343-119126844,Stable,Stable,Stable,27,Cbx2,-103381,,,,,,
10,87872198,87872699,chr10-87872198-87872699,Stable,Stable,Stable,27,Parpbp,218733,,,,,,
6,4557604,4558105,chr6-4557604-4558105,Stable,Stable,Stable,27,Peg10,189201,,,,,,
15,9135035,9135536,chr15-9135035-9135536,Stable,Stable,Stable,27,Skp2,-23050,,,,,,
12,73754383,73754884,chr12-73754383-73754884,Stable,Stable,Stable,27,Prkch,-169587,,,,,,
9,54559837,54560641,chr9-54559837-54560641,Stable,Stable,Stable,27,Crabp1,204107,,,,,,
1,90973161,90973662,chr1-90973161-90973662,Stable,Stable,Stable,27,Col6a3,-207238,,,,,,
16,94601358,94602086,chr16-94601358-94602086,Stable,Stable,Stable,27,Ttc3,-230740,,,,,,
11,102739293,102739794,chr11-102739293-102739794,Stable,Stable,Stable,27,Kif18b,165735,,,,,,
17,24426389,24426890,chr17-24426389-24426890,Stable,Stable,Stable,27,Ccnf,-204191,,,,,,
2,34982396,34983535,chr2-34982396-34983535,Stable,Stable,Stable,27,Cntrl,125957,,,,,,
3,137785242,137785743,chr3-137785242-137785743,Stable,Stable,Stable,27,H2afz,78744,,,,,,
10,4078991,4079644,chr10-4078991-4079644,Stable,Stable,Stable,27,Akap12,186736,,,,,,
3,98177930,98178801,chr3-98177930-98178801,Stable,Stable,Stable,27,Gm9771,11165,,,,,,
7,82688684,82689185,chr7-82688684-82689185,Stable,Stable,Stable,27,Mex3b,178148,,,,,,
11,6406335,6406836,chr11-6406335-6406836,Stable,Stable,Stable,27,H2afv,20393,,,,,,
11,94935978,94936479,chr11-94935978-94936479,Stable,Stable,Stable,27,Gm11541,-241480,,,,,,
18,74442373,74442874,chr18-74442373-74442874,Stable,Stable,Stable,27,Ska1,-247074,,,,,,
16,23332555,23333056,chr16-23332555-23333056,Stable,Closing,Stable,24,Rfc4,-218612,,,Eif4a2,-225111,,
9,67140423,67140924,chr9-67140423-67140924,Stable,Stable,Stable,27,Tpm1,-117833,,,,,,
8,18674371,18674872,chr8-18674371-18674872,Stable,Stable,Stable,27,Angpt2,15391,,,,,,
3,98280792,98281293,chr3-98280792-98281293,Stable,Stable,Stable,27,Gm9771,-90826,,,,,,
7,38177086,38177880,chr7-38177086-38177880,Stable,Stable,Stable,27,Ccne1,-79102,,,,,,
7,13043814,13044315,chr7-13043814-13044315,Stable,Stable,Stable,27,Ube2m,-8694,,,Lig1,232968,,
10,5639027,5639528,chr10-5639027-5639528,Stable,Stable,Stable,27,Fbxo5,159632,,,,,,
3,88526156,88526657,chr3-88526156-88526657,Stable,Stable,Stable,27,Mex3a,5738,,,,,,
6,115994156,115994657,chr6-115994156-115994657,Stable,Stable,Stable,27,Cand2,-219618,,,,,,
15,34330956,34331457,chr15-34330956-34331457,Stable,Stable,Stable,27,Pop1,163847,,,,,,
2,172221578,172222253,chr2-172221578-172222253,Stable,Stable,Stable,27,Aurka,133937,,,,,,
11,99113106,99113607,chr11-99113106-99113607,Stable,Stable,Stable,27,Top2a,-120163,,,Cdc6,-205305,,
10,127189218,127189719,chr10-127189218-127189719,Stable,Stable,Stable,27,Cdk4,-125684,,,Gli1,140163,,
1,136228391,136228892,chr1-136228391-136228892,Stable,Stable,Stable,27,Kif14,237451,,,,,,
8,84846792,84847293,chr8-84846792-84847293,Stable,Stable,Stable,27,Prdx2,122294,,,,,,
4,106838682,106839507,chr4-106838682-106839507,Stable,Stable,Stable,27,Ssbp3,71194,,,,,,
1,21052553,21053054,chr1-21052553-21053054,Stable,Stable,Stable,27,Mcm3,-249585,,,,,,
2,23039791,23040630,chr2-23039791-23040630,Stable,Stable,Stable,27,Mastl,74976,,,,,,
6,115814079,115814580,chr6-115814079-115814580,Stable,Stable,Stable,27,Cand2,-39541,,,,,,
3,98106658,98107159,chr3-98106658-98107159,Stable,Stable,Stable,27,Gm9771,82807,,,,,,
17,69151167,69151668,chr17-69151167-69151668,Stable,Stable,Stable,27,Epb41l3,-75484,,,,,,
9,64179171,64179672,chr9-64179171-64179672,Stable,Stable,Stable,27,Rpl4,-5796,,,Zwilch,-42027,,
11,11812013,11812514,chr11-11812013-11812514,Stable,Stable,Stable,27,Grb10,117994,,,,,,
2,127182691,127183192,chr2-127182691-127183192,Stable,Stable,Stable,27,Ncaph,-78882,,,,,,
11,69579060,69579561,chr11-69579060-69579561,Stable,Stable,Stable,27,Chd3,-235787,,,,,,
9,36933673,36934174,chr9-36933673-36934174,Stable,Stable,Stable,27,Chek1,-225191,,,,,,
11,101442032,101442958,chr11-101442032-101442958,Stable,Stable,Stable,27,Brca1,45806,,,,,,
8,75315825,75316326,chr8-75315825-75316326,Stable,Stable,Stable,27,Mcm5,-206256,,,,,,
5,24651999,24652500,chr5-24651999-24652500,Stable,Stable,Stable,27,Wdr86,59238,,,,,,
16,94371560,94372061,chr16-94371560-94372061,Stable,Stable,Stable,27,Ttc3,-942,,,,,,
9,107985504,107986005,chr9-107985504-107986005,Stable,Stable,Stable,27,Traip,-35368,,,,,,
3,88410001,88410502,chr3-88410001-88410502,Stable,Stable,Stable,27,Mex3a,121893,,,,,,
2,5094867,5095570,chr2-5094867-5095570,Stable,Stable,Stable,27,Mcm10,-105153,,,,,,
6,5282534,5283035,chr6-5282534-5283035,Stable,Stable,Stable,27,Asb4,100351,,,,,,
7,49437861,49438362,chr7-49437861-49438362,Stable,Stable,Stable,27,Dbx1,193137,,,,,,
3,106684706,106685207,chr3-106684706-106685207,Stable,Stable,Stable,27,Dram2,-136908,,,,,,
9,66945748,66946455,chr9-66945748-66946455,Stable,Stable,Stable,27,Tpm1,76135,,,,,,
15,94248228,94248866,chr15-94248228-94248866,Stable,Stable,Stable,27,Adamts20,21297,,,,,,
3,127782883,127783384,chr3-127782883-127783384,Stable,Stable,Stable,27,Larp7,-246169,,,,,,
10,127945305,127945806,chr10-127945305-127945806,Stable,Stable,Stable,27,Prim1,69362,,,,,,
4,126321338,126321968,chr4-126321338-126321968,Stable,Stable,Stable,27,Clspn,234967,,,,,,
13,103920024,103920719,chr13-103920024-103920719,Stable,Stable,Stable,27,Erbin,-101237,,,,,,
8,123411229,123411730,chr8-123411229-123411730,Stable,Stable,Stable,27,Fanca,-142929,,,,,,
16,29839238,29839739,chr16-29839238-29839739,Stable,Stable,Stable,27,Hes1,224645,,,,,,
2,153161176,153161677,chr2-153161176-153161677,Stable,Stable,Stable,27,Plagl2,66082,,,,,,
18,74215862,74216363,chr18-74215862-74216363,Stable,Stable,Stable,27,Ska1,-20563,,,,,,
7,45161985,45162765,chr7-45161985-45162765,Stable,Stable,Stable,27,Tead2,52988,,,,,,
4,134535062,134535563,chr4-134535062-134535563,Stable,Stable,Stable,27,Aunip,-24063,,,,,,
16,18686861,18687517,chr16-18686861-18687517,Stable,Stable,Stable,27,Cdc45,92930,,,,,,
9,67049016,67049517,chr9-67049016-67049517,Stable,Stable,Stable,27,Tpm1,-26426,,,,,,
7,82771064,82772207,chr7-82771064-82772207,Stable,Stable,Stable,27,Mex3b,95126,,,,,,
18,56621075,56621576,chr18-56621075-56621576,Stable,Stable,Stable,27,Lmnb1,86237,,,,,,
1,191182666,191183760,chr1-191182666-191183760,Stable,Stable,Stable,27,Nsl1,-119654,,,,,,
6,47747863,47748713,chr6-47747863-47748713,Stable,Stable,Stable,27,Ezh2,-217724,,,,,,
16,90462807,90463308,chr16-90462807-90463308,Stable,Stable,Stable,27,Hunk,-76794,,,,,,
13,74009717,74010218,chr13-74009717-74010218,Stable,Stable,Stable,27,Cep72,26282,,,Trip13,-98370,,
4,62942041,62942814,chr4-62942041-62942814,Stable,Stable,Stable,27,Zfp618,22759,,,,,,
4,72060900,72061401,chr4-72060900-72061401,Stable,Stable,Stable,27,Tle1,55741,,,,,,
17,67953363,67953864,chr17-67953363-67953864,Stable,Stable,Stable,27,Arhgap28,-110650,,,,,,
15,54386837,54387338,chr15-54386837-54387338,Stable,Stable,Stable,27,Colec10,23436,,,,,,
6,142386901,142387402,chr6-142386901-142387402,Stable,Stable,Stable,27,Ldhb,102847,,,,,,
2,25255195,25255997,chr2-25255195-25255997,Stable,Stable,Stable,27,Nrarp,-74437,,,Sapcd2,116324,,
12,24893936,24894437,chr12-24893936-24894437,Stable,Stable,Stable,27,Rrm2,-185695,,,,,,
5,123572766,123573267,chr5-123572766-123573267,Stable,Stable,Stable,27,Kntc1,176449,,,,,,
4,148435621,148436122,chr4-148435621-148436122,Stable,Stable,Stable,27,Tardbp,176260,,,,,,
14,67234275,67234776,chr14-67234275-67234776,Stable,Stable,Stable,27,Ebf2,-983,,,,,,
17,69115440,69115941,chr17-69115440-69115941,Stable,Stable,Stable,27,Epb41l3,-39757,,,,,,
3,148683594,148684095,chr3-148683594-148684095,Stable,Stable,Stable,27,Adgrl2,131488,,,,,,
7,49662023,49662524,chr7-49662023-49662524,Stable,Stable,Stable,27,Dbx1,-30524,,,,,,
1,118321587,118322088,chr1-118321587-118322088,Stable,Stable,Stable,27,Clasp1,66970,,,,,,
3,86774567,86775068,chr3-86774567-86775068,Stable,Stable,Stable,27,Cd1d1,220766,,,,,,
4,124700792,124701293,chr4-124700792-124701293,Stable,Stable,Stable,27,Cdca8,217172,,,,,,
7,110668479,110669165,chr7-110668479-110669165,Stable,Stable,Stable,27,Mrvi1,199101,,,,,,
3,36440223,36440724,chr3-36440223-36440724,Stable,Stable,Stable,27,Ccna2,124141,,,,,,
13,23585728,23586469,chr13-23585728-23586469,Stable,Stable,Stable,27,Hist1h2bb,160265,,,Hist1h1a,177197,,
13,94868463,94868964,chr13-94868463-94868964,Stable,Stable,Stable,27,Pde8b,155490,,,,,,
4,134673822,134674323,chr4-134673822-134674323,Stable,Stable,Stable,27,Aunip,-162823,,,,,,
4,116007744,116008245,chr4-116007744-116008245,Stable,Stable,Stable,27,Rad54l,86019,,,,,,
6,5297379,5297880,chr6-5297379-5297880,Stable,Stable,Stable,27,Asb4,85506,,,,,,
4,11026174,11026675,chr4-11026174-11026675,Stable,Stable,Stable,27,Ccne2,164676,,,,,,
3,127348924,127349425,chr3-127348924-127349425,Stable,Stable,Stable,27,Larp7,187289,,,,,,
1,171826242,171826743,chr1-171826242-171826743,Stable,Stable,Stable,27,Vangl2,174217,,,,,,
12,101034990,101035491,chr12-101034990-101035491,Stable,Stable,Stable,27,Kif4-ps,110123,,,,,,
2,150840127,150840628,chr2-150840127-150840628,Stable,Stable,Stable,27,Gins1,64772,,,,,,
4,72122263,72122764,chr4-72122263-72122764,Stable,Stable,Stable,27,Tle1,-5121,,,,,,
4,118331745,118332246,chr4-118331745-118332246,Stable,Stable,Stable,27,Cdc20,100655,,,,,,
17,21566360,21567068,chr17-21566360-21567068,Stable,Stable,Stable,27,Zfp820,249817,,,,,,
7,73558379,73558880,chr7-73558379-73558880,Stable,Stable,Stable,27,Fam174b,181422,,,,,,
19,34715572,34716073,chr19-34715572-34716073,Stable,Stable,Stable,27,Kif20b,206288,,,,,,
5,21586667,21587168,chr5-21586667-21587168,Stable,Stable,Stable,27,Lrrc17,-43108,,,,,,
1,118311032,118311533,chr1-118311032-118311533,Stable,Stable,Stable,27,Clasp1,77525,,,,,,
11,117968989,117969490,chr11-117968989-117969490,Stable,Stable,Stable,27,Birc5,-119738,,,Tk1,-153463,,
7,122067013,122067514,chr7-122067013-122067514,Stable,Stable,Stable,27,Plk1,91925,,,,,,
7,45062315,45062816,chr7-45062315-45062816,Stable,Stable,Stable,27,Tead2,152937,,,,,,
13,51314425,51314926,chr13-51314425-51314926,Stable,Stable,Stable,27,Shc3,116115,,,,,,
16,90458763,90459755,chr16-90458763-90459755,Stable,Stable,Stable,27,Hunk,-72750,,,,,,
17,56269067,56269568,chr17-56269067-56269568,Stable,Stable,Stable,27,Chaf1a,-228628,,,,,,
13,94788795,94789560,chr13-94788795-94789560,Stable,Stable,Stable,27,Pde8b,234894,,,,,,
15,54166243,54166744,chr15-54166243-54166744,Stable,Stable,Stable,27,Colec10,244030,,,,,,
1,189888689,189889190,chr1-189888689-189889190,Stable,Stable,Stable,27,Cenpf,-248083,,,,,,
18,67745811,67746312,chr18-67745811-67746312,Stable,Stable,Stable,27,Cep192,53795,,,,,,
2,157170083,157170584,chr2-157170083-157170584,Stable,Stable,Stable,27,Rbl1,-24190,,,,,,
9,44482483,44482984,chr9-44482483-44482984,Stable,Stable,Stable,27,H2afx,-147789,,,,,,
11,6179233,6179734,chr11-6179233-6179734,Stable,Stable,Stable,27,H2afv,247495,,,,,,
15,43179447,43179948,chr15-43179447-43179948,Stable,Stable,Stable,27,Rspo2,-158653,,,,,,
16,93913813,93914314,chr16-93913813-93914314,Stable,Stable,Stable,27,Chaf1b,-29912,,,,,,
11,43612984,43613485,chr11-43612984-43613485,Stable,Stable,Stable,27,Ccnjl,-84200,,,,,,
15,43133175,43133676,chr15-43133175-43133676,Stable,Stable,Stable,27,Rspo2,-112381,,,,,,
2,35199921,35200637,chr2-35199921-35200637,Stable,Stable,Stable,27,Cntrl,-90429,,,,,,
2,153108238,153108739,chr2-153108238-153108739,Stable,Stable,Stable,27,Plagl2,119020,,,,,,
6,47652826,47653327,chr6-47652826-47653327,Stable,Stable,Stable,27,Ezh2,-122687,,,,,,
6,115853260,115853761,chr6-115853260-115853761,Stable,Stable,Stable,27,Cand2,-78722,,,,,,
13,108316019,108316520,chr13-108316019-108316520,Stable,Stable,Stable,27,Depdc1b,0,,,,,,
8,77517993,77518494,chr8-77517993-77518494,Stable,Stable,Stable,27,Ednra,144537,,,,,,
9,36767570,36768071,chr9-36767570-36768071,Stable,Stable,Stable,27,Chek1,-59088,,,,,,
1,172133546,172134047,chr1-172133546-172134047,Stable,Stable,Stable,27,Vangl2,-132586,,,,,,
2,118379709,118380210,chr2-118379709-118380210,Stable,Stable,Stable,27,Bub1b,218001,,,,,,
2,72426746,72427247,chr2-72426746-72427247,Stable,Stable,Stable,27,Cdca7,48912,,,,,,
10,80208702,80209203,chr10-80208702-80209203,Stable,Stable,Stable,27,Pwwp3a,17231,,,,,,
9,36848622,36849123,chr9-36848622-36849123,Stable,Stable,Stable,27,Chek1,-140140,,,,,,
19,4698248,4698749,chr19-4698248-4698749,Stable,Stable,Stable,27,Rbm4b,57748,,,,,,
12,116205644,116206145,chr12-116205644-116206145,Stable,Stable,Stable,27,Ncapg2,199257,,,,,,
5,149183990,149185059,chr5-149183990-149185059,Stable,Stable,Stable,27,Hmgb1,-137288,,,,,,
3,86845042,86846615,chr3-86845042-86846615,Stable,Stable,Stable,27,Cd1d1,149219,,,,,,
5,29894557,29895058,chr5-29894557-29895058,Stable,Stable,Stable,27,Tyms,163144,,,,,,
8,75108979,75109685,chr8-75108979-75109685,Stable,Stable,Stable,27,Mcm5,0,,,,,,
3,49910837,49911338,chr3-49910837-49911338,Stable,Stable,Stable,27,Pcdh18,-167541,,,,,,
11,94543845,94544346,chr11-94543845-94544346,Stable,Stable,Stable,27,Eme1,100650,,,Gm11541,150152,,
16,22439556,22440057,chr16-22439556-22440057,Stable,Stable,Stable,27,Tra2b,-195007,,,,,,
4,126824239,126824740,chr4-126824239-126824740,Stable,Stable,Stable,27,Sfpq,196584,,,,,,
14,52279235,52279736,chr14-52279235-52279736,Stable,Stable,Stable,27,Hnrnpc,-205858,,,,,,
3,106431074,106431924,chr3-106431074-106431924,Stable,Stable,Stable,27,Dram2,115874,,,,,,
12,109449441,109449942,chr12-109449441-109449942,Stable,Stable,Stable,27,Rtl1,139251,,,,,,
11,78301213,78301714,chr11-78301213-78301714,Stable,Stable,Stable,27,Spag5,0,,,,,,
1,189495710,189496211,chr1-189495710-189496211,Stable,Stable,Stable,27,Cenpf,144395,,,,,,
5,148908995,148909496,chr5-148908995-148909496,Stable,Stable,Stable,27,Hmgb1,137206,,,,,,
19,5001905,5002406,chr19-5001905-5002406,Stable,Stable,Stable,27,Rbm4b,-245408,,,,,,
2,69113818,69114479,chr2-69113818-69114479,Stable,Closing,Stable,24,Spc25,79416,,,,,,
11,80185422,80185923,chr11-80185422-80185923,Stable,Stable,Stable,27,Atad5,-96022,,,Rhbdl3,114989,,
14,67923923,67924424,chr14-67923923-67924424,Stable,Stable,Stable,27,Nefl,159439,,,Cdca2,-247592,,
3,98108421,98108922,chr3-98108421-98108922,Stable,Stable,Stable,27,Gm9771,81044,,,,,,
3,89213950,89214451,chr3-89213950-89214451,Stable,Stable,Stable,27,Cks1b,201021,,,,,,
5,135186785,135187286,chr5-135186785-135187286,Stable,Stable,Stable,27,Abhd11,-177633,,,,,,
10,30419481,30419982,chr10-30419481-30419982,Stable,Stable,Stable,27,Cenpw,-224912,,,,,,
18,56513606,56514107,chr18-56513606-56514107,Stable,Stable,Stable,27,Lmnb1,193706,,,,,,
11,78523252,78524157,chr11-78523252-78524157,Stable,Stable,Stable,27,Spag5,-221723,,,,,,
9,66834646,66835147,chr9-66834646-66835147,Stable,Stable,Stable,27,Tpm1,187443,,,,,,
4,129542528,129543029,chr4-129542528-129543029,Stable,Stable,Stable,27,Marcksl1,-28947,,,Khdrbs1,160135,,
3,96240059,96240560,chr3-96240059-96240560,Stable,Stable,Stable,27,Hist2h2bb,29192,,,,,,
15,7011576,7012290,chr15-7011576-7012290,Stable,Stable,Stable,27,Egflam,193830,,,,,,
4,154904386,154904887,chr4-154904386-154904887,Stable,Stable,Stable,27,Hes5,56036,,,,,,
12,11142573,11143074,chr12-11142573-11143074,Stable,Stable,Stable,27,Gen1,95846,,,,,,
16,30388620,30389291,chr16-30388620-30389291,Stable,Stable,Stable,27,Tmem44,122564,,,,,,
3,149052261,149052934,chr3-149052261-149052934,Stable,Stable,Stable,27,Adgrl2,-236678,,,,,,
2,152686687,152687188,chr2-152686687-152687188,Stable,Stable,Stable,27,Tpx2,160776,,,,,,
11,16843825,16844446,chr11-16843825-16844446,Stable,Stable,Stable,27,Egfr,-91622,,,,,,
8,18696461,18697094,chr8-18696461-18697094,Stable,Stable,Stable,27,Angpt2,-6198,,,,,,
17,24205321,24205889,chr17-24205321-24205889,Stable,Stable,Stable,27,Ccnf,16309,,,Tbc1d24,-29890,,
10,127932527,127933028,chr10-127932527-127933028,Stable,Stable,Stable,27,Prim1,82140,,,,,,
1,136683653,136684154,chr1-136683653-136684154,Stable,Stable,Stable,27,Kif14,-217310,,,,,,
14,65833786,65834287,chr14-65833786-65834287,Stable,Stable,Stable,27,Esco2,-14748,,,Pbk,-27949,,
1,156674268,156674769,chr1-156674268-156674769,Stable,Stable,Stable,27,Angptl1,163793,,,,,,
16,18958247,18958748,chr16-18958247-18958748,Stable,Stable,Stable,27,Cdc45,-177800,,,,,,
4,131896232,131896733,chr4-131896232-131896733,Stable,Stable,Stable,27,Epb41,26680,,,,,,
9,63927352,63928128,chr9-63927352-63928128,Stable,Stable,Stable,27,Zwilch,209016,,,Rpl4,245247,,
2,157054785,157055286,chr2-157054785-157055286,Stable,Stable,Stable,27,Rbl1,90607,,,,,,
5,117363224,117363725,chr5-117363224-117363725,Stable,Stable,Stable,27,Rfc5,14378,,,,,,
6,88774039,88774540,chr6-88774039-88774540,Stable,Stable,Stable,27,Mcm2,108934,,,,,,
13,23621837,23623000,chr13-23621837-23623000,Stable,Stable,Stable,27,Hist1h2bb,123734,,,Hist1h1a,140666,,
2,68949917,68950540,chr2-68949917-68950540,Stable,Stable,Stable,27,Spc25,243355,,,,,,
4,109444523,109445688,chr4-109444523-109445688,Stable,Stable,Stable,27,Cdkn2c,215188,,,,,,
4,135972381,135972882,chr4-135972381-135972882,Stable,Stable,Stable,27,Id3,170615,,,E2f2,199512,,
17,87446520,87447494,chr17-87446520-87447494,Stable,Stable,Stable,27,Msh2,224836,,,,,,
11,40694386,40695040,chr11-40694386-40695040,Stable,Stable,Stable,27,Hmmr,6355,,,,,,
3,86793160,86794130,chr3-86793160-86794130,Stable,Stable,Stable,27,Cd1d1,201704,,,,,,
7,111082880,111083381,chr7-111082880-111083381,Stable,Stable,Stable,27,Mrvi1,-214614,,,,,,
3,107793415,107793916,chr3-107793415-107793916,Stable,Stable,Stable,27,Alx3,-198384,,,,,,
