Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,
5,31241299,31241800,chr5-31241299-31241800,Stable,Stable,Stable,27,Zfp513,-42318,,,,,,,,
13,4055369,4055870,chr13-4055369-4055870,Stable,Closing,Stable,24,Akr1c13,135280,,,,,,,,
6,77475296,77475797,chr6-77475296-77475797,Stable,Stable,Stable,27,Lrrtm1,-232607,,,,,,,,
14,33729215,33729932,chr14-33729215-33729932,Stable,Closing,Stable,24,Gdf10,193655,,,,,,,,
14,65739202,65739703,chr14-65739202-65739703,Stable,Stable,Stable,27,Scara5,-72799,,,Clu,228780,,,,
2,73271678,73272179,chr2-73271678-73272179,Stable,Opening,Stable,21,Gpr155,69327,,,,,,,,
6,87222834,87223335,chr6-87222834-87223335,Stable,Stable,Stable,27,Antxr1,-88981,,,,,,,,
19,10258382,10258967,chr19-10258382-10258967,Stable,Opening,Stable,21,Lrrc10b,196404,,,,,,,,
1,134556682,134557183,chr1-134556682-134557183,Stable,Opening,Stable,21,Cyb5r1,-151123,,,,,,,,
11,77462275,77462776,chr11-77462275-77462776,Stable,Stable,Stable,27,Ssh2,-245988,,,,,,,,
11,66168082,66168583,chr11-66168082-66168583,Stable,Stable,Stable,27,Shisa6,43142,,,,,,,,
10,57721381,57721882,chr10-57721381-57721882,Stable,Closing,Stable,24,Smpdl3a,72453,,,,,,,,
3,41021915,41022416,chr3-41021915-41022416,Stable,Stable,Stable,27,Larp1b,-72087,,,,,,,,
13,49681861,49682462,chr13-49681861-49682462,Stable,Opening,Stable,21,Omd,-99399,,,,,,,,
8,34313224,34313725,chr8-34313224-34313725,Stable,Closing,Stable,24,Saraf,-158649,,,,,,,,
3,122376689,122377190,chr3-122376689-122377190,Stable,Stable,Stable,27,Gclm,-131132,,,,,,,,
11,22847673,22848174,chr11-22847673-22848174,Stable,Stable,Stable,27,Fam161a,159357,,,,,,,,
12,40043758,40044620,chr12-40043758-40044620,Stable,Stable,Stable,27,Ifrd1,156947,,,,,,,,
6,141530787,141531288,chr6-141530787-141531288,Stable,Stable,Stable,27,Slco1c1,-6419,,,,,,,,
7,89998083,89998584,chr7-89998083-89998584,Stable,Opening,Stable,21,Ccdc81,-131935,,,,,,,,
1,127677094,127677595,chr1-127677094-127677595,Stable,Stable,Stable,27,Map3k19,137196,,,Tmem163,-190548,,,,
2,65619649,65620967,chr2-65619649-65620967,Stable,Stable,Stable,27,Scn3a,-162531,,,,,,,,
9,61904101,61904602,chr9-61904101-61904602,Stable,Stable,Stable,27,Glce,152646,,,,,,,,
13,23465045,23465763,chr13-23465045-23465763,Stable,Closing,Stable,24,Hist1h2be,117907,,,Hist1h2bc,218436,,,,
2,148336885,148337386,chr2-148336885-148337386,Stable,Stable,Stable,27,Cd93,99254,,,,,,,,
7,44895700,44896201,chr7-44895700-44896201,Stable,Opening,Stable,21,Atf5,-83444,,,Flt3l,233587,,,,
16,5777072,5777573,chr16-5777072-5777573,Stable,Closing,Stable,24,Rbfox1,107782,,,,,,,,
7,45785469,45785970,chr7-45785469-45785970,Stable,Stable,Stable,27,Dbp,-80381,,,Fgf21,-171583,,,,
8,122336021,122336863,chr8-122336021-122336863,Stable,Stable,Stable,27,Zfp469,-77401,,,,,,,,
18,30963964,30964465,chr18-30963964-30964465,Stable,Stable,Stable,27,Rit2,9024,,,,,,,,
3,53650043,53650544,chr3-53650043-53650544,Stable,Stable,Stable,27,Frem2,-136105,,,,,,,,
2,3418867,3419368,chr2-3418867-3419368,Stable,Opening,Stable,21,Meig1,-9824,,,,,,,,
5,36748100,36748798,chr5-36748100-36748798,Stable,Stable,Stable,27,Ppp2r2c,119715,,,,,,,,
5,146818785,146819490,chr5-146818785-146819490,Stable,Stable,Stable,27,Rasl11a,25581,,,,,,,,
2,58834958,58835648,chr2-58834958-58835648,Stable,Stable,Stable,27,Ccdc148,-13888,,,,,,,,
19,47891815,47892316,chr19-47891815-47892316,Stable,Closing,Stable,24,Cfap43,-154958,,,,,,,,
18,60732309,60733067,chr18-60732309-60733067,Stable,Opening,Stable,21,Rps14,14031,,,,,,,,
13,73835685,73836186,chr13-73835685-73836186,Stable,Stable,Stable,27,Tppp,173221,,,,,,,,
16,91804825,91805707,chr16-91804825-91805707,Stable,Closing,Stable,24,Tmem50b,-230322,,,,,,,,
9,50746211,50746712,chr9-50746211-50746712,Stable,Closing,Stable,24,1110032A03Rik,16116,,,Pih1d2,-128890,,,,
19,56945623,56946124,chr19-56945623-56946124,Stable,Stable,Stable,27,Afap1l2,-33262,,,,,,,,
2,121448579,121449531,chr2-121448579-121449531,Stable,Stable,Stable,27,Frmd5,95998,,,,,,,,
2,13437506,13438007,chr2-13437506-13438007,Stable,Closing,Stable,24,St8sia6,213014,,,,,,,,
4,154056024,154056740,chr4-154056024-154056740,Stable,Closing,Stable,24,Trp73,0,,,,,,,,
6,144944973,144945474,chr6-144944973-144945474,Stable,Opening,Stable,21,Bcat1,48361,,,,,,,,
12,74477560,74478061,chr12-74477560-74478061,Stable,Closing,Stable,24,1700086L19Rik,-193318,,,,,,,,
1,164814127,164814628,chr1-164814127-164814628,Stable,Opening,Stable,21,Dpt,-17483,,,,,,,,
2,128967004,128967505,chr2-128967004-128967505,Stable,Opening,Stable,21,Fbln7,-104023,,,,,,,,
13,69611292,69612134,chr13-69611292-69612134,Stable,Stable,Stable,27,Srd5a1,-37843,,,,,,,,
1,172481845,172482346,chr1-172481845-172482346,Stable,Stable,Stable,27,Kcnj10,-140635,,,,,,,,
6,50110582,50111264,chr6-50110582-50111264,Stable,Stable,Stable,27,Mpp6,-341,,,,,,,,
13,41358716,41359217,chr13-41358716-41359217,Stable,Stable,Stable,27,Nedd9,-49135,,,,,,,,
12,90946142,90946643,chr12-90946142-90946643,Stable,Stable,Stable,27,Dio2,-221590,,,,,,,,
13,73907574,73908075,chr13-73907574-73908075,Stable,Opening,Stable,21,Tppp,101332,,,,,,,,
17,86801123,86801624,chr17-86801123-86801624,Stable,Stable,Stable,27,Epas1,-47423,,,,,,,,
8,95488611,95489112,chr8-95488611-95489112,Stable,Stable,Stable,27,Ccdc113,44973,,,Ndrg4,187868,,,,
7,59192675,59193176,chr7-59192675-59193176,Stable,Stable,Stable,27,Ube3a,35574,,,,,,,,
1,82808451,82808952,chr1-82808451-82808952,Stable,Closing,Stable,24,Col4a3,-221530,,,,,,,,
6,128764014,128764515,chr6-128764014-128764515,Stable,Stable,Stable,27,BC064078,228437,,,,,,,,
2,148206554,148207055,chr2-148206554-148207055,Stable,Stable,Stable,27,Cd93,229585,,,,,,,,
2,70661251,70661752,chr2-70661251-70661752,Stable,Opening,Stable,21,Gad1,-108179,,,,,,,,
4,149307602,149308103,chr4-149307602-149308103,Stable,Opening,Stable,21,Kif1b,-131283,,,,,,,,
9,64605587,64606419,chr9-64605587-64606419,Stable,Opening,Stable,21,Megf11,-219961,,,,,,,,
4,116720608,116721282,chr4-116720608-116721282,Stable,Opening,Stable,21,Prdx1,-35064,,,,,,,,
2,148395232,148395980,chr2-148395232-148395980,Stable,Opening,Stable,21,Cd93,40660,,,,,,,,
15,73707014,73707515,chr15-73707014-73707515,Stable,Stable,Stable,27,Slc45a4,-129590,,,,,,,,
10,125105977,125106478,chr10-125105977-125106478,Stable,Stable,Stable,27,Slc16a7,112792,,,,,,,,
7,118463130,118463631,chr7-118463130-118463631,Stable,Stable,Stable,27,Gde1,224914,,,,,,,,
10,62590152,62590653,chr10-62590152-62590653,Stable,Opening,Stable,21,Stox1,68390,,,,,,,,
7,66060297,66060894,chr7-66060297-66060894,Stable,Opening,Stable,21,Pcsk6,-198563,,,,,,,,
18,60862967,60863468,chr18-60862967-60863468,Stable,Stable,Stable,27,Rps14,-115869,,,,,,,,
1,63828404,63828905,chr1-63828404-63828905,Stable,Stable,Stable,27,Mdh1b,-129585,,,Klf7,200542,,,,
4,154482130,154482631,chr4-154482130-154482631,Stable,Stable,Stable,27,Prdm16,-166005,,,,,,,,
2,173622104,173622605,chr2-173622104-173622605,Stable,Closing,Stable,24,Rab22a,37155,,,,,,,,
2,70476470,70476971,chr2-70476470-70476971,Stable,Stable,Stable,27,Gad1,76101,,,,,,,,
5,122501388,122502864,chr5-122501388-122502864,Stable,Opening,Stable,21,Atp2a2,-47875,,,,,,,,
1,131690384,131690885,chr1-131690384-131690885,Stable,Stable,Stable,27,Rab29,176339,,,,,,,,
12,84114154,84115177,chr12-84114154-84115177,Stable,Stable,Stable,27,Pnma1,30954,,,,,,,,
17,52461660,52462161,chr17-52461660-52462161,Stable,Stable,Stable,27,Kcnh8,140548,,,,,,,,
1,84189421,84189922,chr1-84189421-84189922,Stable,Closing,Stable,24,Dner,179917,,,,,,,,
8,34320083,34320584,chr8-34320083-34320584,Stable,Stable,Stable,27,Saraf,-165508,,,,,,,,
2,85123272,85124143,chr2-85123272-85124143,Stable,Opening,Stable,21,Lrrc55,38191,,,,,,,,
18,22529943,22530887,chr18-22529943-22530887,Stable,Stable,Stable,27,Nol4,162294,,,,,,,,
16,16599693,16600194,chr16-16599693-16600194,Stable,Stable,Stable,27,Spag6l,152822,,,,,,,,
10,93432492,93432993,chr10-93432492-93432993,Stable,Stable,Stable,27,Ntn4,207688,,,,,,,,
2,85060594,85061095,chr2-85060594-85061095,Stable,Stable,Stable,27,Lrrc55,101239,,,,,,,,
1,129208387,129208888,chr1-129208387-129208888,Stable,Stable,Stable,27,Thsd7b,64414,,,,,,,,
8,45844389,45844890,chr8-45844389-45844890,Stable,Opening,Stable,21,1700029J07Rik,108716,,,,,,,,
5,8488624,8489125,chr5-8488624-8489125,Stable,Opening,Stable,21,Rundc3b,1209,,,,,,,,
2,82272106,82272607,chr2-82272106-82272607,Stable,Closing,Stable,24,Zfp804a,-218884,,,,,,,,
9,7984275,7985105,chr9-7984275-7985105,Stable,Stable,Stable,27,Cep126,91356,,,,,,,,
4,119245470,119245971,chr4-119245470-119245971,Stable,Stable,Stable,27,Ccdc30,76495,,,,,,,,
15,27234702,27235203,chr15-27234702-27235203,Stable,Opening,Stable,21,Ank,231474,,,,,,,,
6,108324232,108324733,chr6-108324232-108324733,Stable,Stable,Stable,27,Itpr1,-111136,,,,,,,,
14,79487007,79487508,chr14-79487007-79487508,Stable,Stable,Stable,27,Cnmd,150182,,,Rgcc,-198251,,,,
2,165493797,165494298,chr2-165493797-165494298,Stable,Opening,Stable,21,Eya2,100734,,,,,,,,
4,114379431,114379932,chr4-114379431-114379932,Stable,Stable,Stable,27,Trabd2b,26792,,,,,,,,
5,107251713,107252214,chr5-107251713-107252214,Stable,Stable,Stable,27,Ephx4,150522,,,,,,,,
11,79591318,79591819,chr11-79591318-79591819,Stable,Stable,Stable,27,Omg,-90336,,,,,,,,
11,11114654,11115155,chr11-11114654-11115155,Stable,Stable,Stable,27,Vwc2,-431,,,,,,,,
3,36406269,36406770,chr3-36406269-36406770,Stable,Stable,Stable,27,Trpc3,213712,,,,,,,,
10,117073180,117073873,chr10-117073180-117073873,Stable,Stable,Stable,27,Lyz2,203458,,,,,,,,
9,4214493,4214994,chr9-4214493-4214994,Stable,Stable,Stable,27,Gria4,202902,,,,,,,,
2,54567557,54568058,chr2-54567557-54568058,Stable,Closing,Stable,24,Galnt13,-131240,,,,,,,,
12,16840971,16841472,chr12-16840971-16841472,Stable,Closing,Stable,24,2410004P03Rik,161847,,,,,,,,
4,9844295,9845296,chr4-9844295-9845296,Stable,Stable,Stable,27,Gdf6,0,,,,,,,,
16,4508590,4509091,chr16-4508590-4509091,Stable,Opening,Stable,21,Srl,-28374,,,,,,,,
8,124652469,124652970,chr8-124652469-124652970,Stable,Closing,Stable,24,Trim67,140122,,,,,,,,
17,35164996,35165497,chr17-35164996-35165497,Stable,Opening,Stable,21,Atp6v1g2,68163,,,H2-D1,97233,,,,
4,57202597,57203098,chr4-57202597-57203098,Stable,Stable,Stable,27,Frrs1l,-245424,,,,,,,,
1,82292722,82293223,chr1-82292722-82293223,Stable,Opening,Stable,21,Col4a4,155200,,,,,,,,
5,75978057,75978558,chr5-75978057-75978558,Stable,Stable,Stable,27,Kdr,-45230,,,Clock,231310,,,,
2,179307358,179307859,chr2-179307358-179307859,Stable,Opening,Stable,21,Cdh4,134572,,,,,,,,
10,80475252,80475753,chr10-80475252-80475753,Stable,Opening,Stable,21,Apc2,-179275,,,,,,,,
17,45403111,45403612,chr17-45403111-45403612,Stable,Opening,Stable,21,Slc29a1,181588,,,,,,,,
1,132222102,132222603,chr1-132222102-132222603,Stable,Stable,Stable,27,Lemd1,-30671,,,Klhdc8a,76023,,,,
11,53742286,53742787,chr11-53742286-53742787,Stable,Stable,Stable,27,Slc22a5,121755,,,8-Sep,-223029,Slc22a4,240336,,
1,131940650,131941151,chr1-131940650-131941151,Stable,Closing,Stable,24,Rab29,-73426,,,,,,,,
1,174969757,174970258,chr1-174969757-174970258,Stable,Closing,Stable,24,Rgs7,88829,,,,,,,,
3,117480006,117480507,chr3-117480006-117480507,Stable,Stable,Stable,27,Plppr5,94329,,,Plppr4,-160867,,,,
4,70320811,70322107,chr4-70320811-70322107,Stable,Stable,Stable,27,Megf9,104958,,,,,,,,
18,60560656,60561157,chr18-60560656-60561157,Stable,Opening,Stable,21,Rps14,185941,,,,,,,,
11,74547164,74547665,chr11-74547164-74547665,Stable,Stable,Stable,27,Ccdc92b,71940,,,,,,,,
4,155216007,155216508,chr4-155216007-155216508,Stable,Stable,Stable,27,Prkcz,43621,,,,,,,,
7,4691240,4691741,chr7-4691240-4691741,Stable,Stable,Stable,27,Syt5,-151475,,,,,,,,
3,8664585,8665086,chr3-8664585-8665086,Stable,Opening,Stable,21,Stmn2,-155225,,,,,,,,
17,35235922,35236631,chr17-35235922-35236631,Stable,Opening,Stable,21,Atp6v1g2,-2262,,,H2-D1,26099,,,,
13,33078171,33078672,chr13-33078171-33078672,Stable,Stable,Stable,27,Serpinb1b,0,,,,,,,,
5,63689100,63689601,chr5-63689100-63689601,Stable,Opening,Stable,21,Nwd2,-39998,,,,,,,,
13,54766269,54766770,chr13-54766269-54766770,Stable,Opening,Stable,21,4833439L19Rik,-215051,,,,,,,,
14,20258426,20259037,chr14-20258426-20259037,Stable,Stable,Stable,27,Cfap70,135156,,,,,,,,
7,74367452,74367953,chr7-74367452-74367953,Stable,Stable,Stable,27,Slco3a1,-92033,,,,,,,,
2,107040746,107041247,chr2-107040746-107041247,Stable,Closing,Stable,24,Kcna4,249392,,,,,,,,
19,53731763,53732264,chr19-53731763-53732264,Stable,Closing,Stable,24,Bbip1,197597,,,,,,,,
12,79089340,79089841,chr12-79089340-79089841,Stable,Stable,Stable,27,Arg2,40936,,,,,,,,
15,27575295,27576256,chr15-27575295-27576256,Stable,Opening,Stable,21,Ank,-108618,,,,,,,,
9,77828578,77829079,chr9-77828578-77829079,Stable,Closing,Stable,24,Gclc,-74043,,,,,,,,
11,22971765,22973036,chr11-22971765-22973036,Stable,Opening,Stable,21,Fam161a,34495,,,,,,,,
6,66962455,66962956,chr6-66962455-66962956,Stable,Opening,Stable,21,Gadd45a,72140,,,,,,,,
4,155492118,155492619,chr4-155492118-155492619,Stable,Opening,Stable,21,Prkcz,-231989,,,,,,,,
10,57631850,57632351,chr10-57631850-57632351,Stable,Stable,Stable,27,Smpdl3a,161984,,,,,,,,
17,25272620,25274424,chr17-25272620-25274424,Stable,Opening,Stable,21,Clcn7,-139229,,,Tmem204,-214918,,,,
1,134455245,134455746,chr1-134455245-134455746,Stable,Opening,Stable,21,Cyb5r1,-49686,,,,,,,,
3,94456426,94456927,chr3-94456426-94456927,Stable,Opening,Stable,21,Riiad1,8056,,,Them4,-146337,,,,
17,43644295,43644796,chr17-43644295-43644796,Stable,Closing,Stable,24,Ankrd66,-110107,,,,,,,,
7,45054045,45054546,chr7-45054045-45054546,Stable,Stable,Stable,27,Flt3l,75242,,,Atf5,-241789,,,,
5,76184175,76184676,chr5-76184175-76184676,Stable,Stable,Stable,27,Clock,25192,,,,,,,,
7,99151267,99151768,chr7-99151267-99151768,Stable,Opening,Stable,21,Map6,115679,,,,,,,,
9,4376135,4376636,chr9-4376135-4376636,Stable,Stable,Stable,27,Gria4,41260,,,,,,,,
1,17457421,17457922,chr1-17457421-17457922,Stable,Stable,Stable,27,Pi15,143979,,,,,,,,
2,119172812,119173509,chr2-119172812-119173509,Stable,Stable,Stable,27,Chac1,177720,,,,,,,,
1,164809295,164809796,chr1-164809295-164809796,Stable,Stable,Stable,27,Dpt,-12651,,,,,,,,
14,66190304,66190805,chr14-66190304-66190805,Stable,Stable,Stable,27,Stmn4,153491,,,Clu,-221821,,,,
4,119121194,119121695,chr4-119121194-119121695,Stable,Closing,Stable,24,Ccdc30,200771,,,,,,,,
8,60505630,60506131,chr8-60505630-60506131,Stable,Opening,Stable,21,Mfap3l,126696,,,,,,,,
2,118903061,118903786,chr2-118903061-118903786,Stable,Opening,Stable,21,Disp2,-123342,,,Pak6,-239758,,,,
2,180893010,180893734,chr2-180893010-180893734,Stable,Stable,Stable,27,Kcnq2,181845,,,,,,,,
5,76321464,76322259,chr5-76321464-76322259,Stable,Opening,Stable,21,Clock,-111596,,,,,,,,
5,149514038,149514664,chr5-149514038-149514664,Stable,Closing,Stable,24,Hsph1,99623,,,,,,,,
10,34479964,34480465,chr10-34479964-34480465,Stable,Closing,Stable,24,Tspyl4,-182522,,,,,,,,
8,27122990,27123622,chr8-27122990-27123622,Stable,Closing,Stable,24,Got1l1,73837,,,,,,,,
15,54410347,54410848,chr15-54410347-54410848,Stable,Closing,Stable,24,Mal2,160344,,,,,,,,
8,105387854,105388355,chr8-105387854-105388355,Stable,Closing,Stable,24,Tppp3,79138,,,,,,,,
10,62578233,62578734,chr10-62578233-62578734,Stable,Stable,Stable,27,Stox1,80309,,,,,,,,
13,24800100,24800601,chr13-24800100-24800601,Stable,Stable,Stable,27,D130043K22Rik,44534,,,Mrs2,186882,,,,
5,5274882,5275650,chr5-5274882-5275650,Stable,Stable,Stable,27,Cldn12,213887,,,,,,,,
3,125658983,125659484,chr3-125658983-125659484,Stable,Stable,Stable,27,Ugt8a,205787,,,,,,,,
15,37488751,37489252,chr15-37488751-37489252,Stable,Closing,Stable,24,Ncald,-122576,,,,,,,,
3,103789914,103790806,chr3-103789914-103790806,Stable,Stable,Stable,27,Hipk1,-50099,,,,,,,,
4,43884367,43884868,chr4-43884367-43884868,Stable,Stable,Stable,27,Spag8,-233032,,,,,,,,
6,50412123,50412624,chr6-50412123-50412624,Stable,Stable,Stable,27,Npvf,238048,,,,,,,,
7,99510045,99510546,chr7-99510045-99510546,Stable,Opening,Stable,21,Map6,-242598,,,,,,,,
1,86555233,86555734,chr1-86555233-86555734,Stable,Closing,Stable,24,Nppc,110557,,,,,,,,
6,126453594,126454095,chr6-126453594-126454095,Stable,Stable,Stable,27,Kcna5,78456,,,,,,,,
4,114625939,114626440,chr4-114625939-114626440,Stable,Stable,Stable,27,Trabd2b,-219215,,,,,,,,
4,128891094,128891595,chr4-128891094-128891595,Stable,Stable,Stable,27,Fndc5,245404,,,,,,,,
4,34522797,34523298,chr4-34522797-34523298,Stable,Stable,Stable,27,Cfap206,165261,,,,,,,,
1,45767318,45767819,chr1-45767318-45767819,Stable,Stable,Stable,27,Slc40a1,140249,,,,,,,,
16,97165604,97166105,chr16-97165604-97166105,Stable,Stable,Stable,27,Bace2,190637,,,,,,,,
19,28758661,28759319,chr19-28758661-28759319,Stable,Opening,Stable,21,Slc1a1,75730,,,,,,,,
2,128892045,128892546,chr2-128892045-128892546,Stable,Closing,Stable,24,Fbln7,-29064,,,,,,,,
9,22475475,22475976,chr9-22475475-22475976,Stable,Stable,Stable,27,9530077C05Rik,-63962,,,,,,,,
1,120197134,120197635,chr1-120197134-120197635,Stable,Stable,Stable,27,Dbi,-83854,,,,,,,,
8,60534953,60535454,chr8-60534953-60535454,Stable,Opening,Stable,21,Mfap3l,97373,,,,,,,,
13,36497284,36497785,chr13-36497284-36497785,Stable,Stable,Stable,27,Nrn1,227576,,,,,,,,
4,116877881,116878818,chr4-116877881-116878818,Stable,Opening,Stable,21,Prdx1,-192337,,,,,,,,
6,4456232,4456733,chr6-4456232-4456733,Stable,Closing,Stable,24,Sgce,217617,,,,,,,,
9,97490600,97491101,chr9-97490600-97491101,Stable,Stable,Stable,27,Clstn2,-46205,,,,,,,,
4,114568990,114569491,chr4-114568990-114569491,Stable,Stable,Stable,27,Trabd2b,-162266,,,,,,,,
16,44516417,44516918,chr16-44516417-44516918,Stable,Stable,Stable,27,Cfap44,-121621,,,,,,,,
12,117497388,117497889,chr12-117497388-117497889,Stable,Stable,Stable,27,Rapgef5,18590,,,,,,,,
6,66197867,66198368,chr6-66197867-66198368,Stable,Opening,Stable,21,Gm31520,65787,,,,,,,,
5,129527083,129527584,chr5-129527083-129527584,Stable,Closing,Stable,24,Psph,237974,,,,,,,,
6,119237552,119238053,chr6-119237552-119238053,Stable,Opening,Stable,21,Lrtm2,77080,,,Adipor2,115097,,,,
19,16898477,16898978,chr19-16898477-16898978,Stable,Closing,Stable,24,Prune2,57140,,,,,,,,
14,70288943,70289776,chr14-70288943-70289776,Stable,Opening,Stable,21,9930012K11Rik,-134538,,,,,,,,
11,53821523,53822024,chr11-53821523-53822024,Stable,Closing,Stable,24,Slc22a5,42518,,,Slc22a4,161099,,,,
6,121407558,121408059,chr6-121407558-121408059,Stable,Opening,Stable,21,Iqsec3,-34625,,,,,,,,
9,109894622,109895123,chr9-109894622-109895123,Stable,Stable,Stable,27,Map4,36337,,,,,,,,
3,33843972,33844473,chr3-33843972-33844473,Stable,Stable,Stable,27,Ttc14,-44140,,,,,,,,
10,93889342,93890229,chr10-93889342-93890229,Stable,Stable,Stable,27,Ntn4,-248661,,,,,,,,
9,56417948,56418717,chr9-56417948-56418717,Stable,Opening,Stable,21,Lingo1,199758,,,,,,,,
7,130855627,130856128,chr7-130855627-130856128,Stable,Stable,Stable,27,Htra1,79983,,,,,,,,
12,40414814,40415315,chr12-40414814-40415315,Stable,Opening,Stable,21,Dock4,30637,,,Ifrd1,-213247,,,,
7,109628978,109630290,chr7-109628978-109630290,Stable,Closing,Stable,24,Tmem9b,105544,,,Trim66,-179972,,,,
12,39956353,39956854,chr12-39956353-39956854,Stable,Opening,Stable,21,Ifrd1,244713,,,,,,,,
16,91363336,91363837,chr16-91363336-91363837,Stable,Closing,Stable,24,Tmem50b,210666,,,,,,,,
8,125012762,125013263,chr8-125012762-125013263,Stable,Stable,Stable,27,Trim67,-219670,,,,,,,,
18,69782030,69782822,chr18-69782030-69782822,Stable,Closing,Stable,24,Rab27b,196309,,,,,,,,
2,26236999,26237500,chr2-26236999-26237500,Stable,Stable,Stable,27,Ccdc187,5969,,,,,,,,
14,8329529,8330030,chr14-8329529-8330030,Stable,Opening,Stable,21,Fam107a,-33255,,,,,,,,
7,45786074,45786575,chr7-45786074-45786575,Stable,Stable,Stable,27,Dbp,-80986,,,Fgf21,-172188,,,,
2,173419839,173420340,chr2-173419839-173420340,Stable,Opening,Stable,21,Rab22a,239420,,,,,,,,
15,66680743,66681275,chr15-66680743-66681275,Stable,Closing,Stable,24,Sla,99544,,,Phf20l1,-103183,Ccn4,210045,,
3,89960411,89960912,chr3-89960411-89960912,Stable,Stable,Stable,27,1700094D03Rik,101884,,,,,,,,
8,105900225,105900814,chr8-105900225-105900814,Stable,Opening,Stable,21,Lcat,38737,,,,,,,,
16,33979846,33980347,chr16-33979846-33980347,Stable,Closing,Stable,24,Kalrn,-10773,,,,,,,,
12,24933139,24933640,chr12-24933139-24933640,Stable,Opening,Stable,21,Kidins220,41285,,,,,,,,
16,4270849,4271350,chr16-4270849-4271350,Stable,Closing,Stable,24,Srl,208866,,,,,,,,
5,37835820,37836321,chr5-37835820-37836321,Stable,Opening,Stable,21,Msx1,-15335,,,,,,,,
6,87937367,87937868,chr6-87937367-87937868,Stable,Stable,Stable,27,Copg1,-49553,,,,,,,,
3,134730781,134731282,chr3-134730781-134731282,Stable,Stable,Stable,27,Tacr3,97725,,,,,,,,
6,22866039,22866540,chr6-22866039-22866540,Stable,Closing,Stable,24,Ptprz1,8962,,,,,,,,
6,126511667,126512168,chr6-126511667-126512168,Stable,Closing,Stable,24,Kcna5,20383,,,,,,,,
8,105269507,105270008,chr8-105269507-105270008,Stable,Stable,Stable,27,Tppp3,197485,,,,,,,,
9,58541883,58542384,chr9-58541883-58542384,Stable,Stable,Stable,27,Nptn,39856,,,,,,,,
10,43993166,43993667,chr10-43993166-43993667,Stable,Stable,Stable,27,Crybg1,-42530,,,,,,,,
11,115603539,115604317,chr11-115603539-115604317,Stable,Stable,Stable,27,Atp5h,-187850,,,,,,,,
11,62967094,62967595,chr11-62967094-62967595,Stable,Stable,Stable,27,Pmp22,161387,,,,,,,,
9,50698491,50699438,chr9-50698491-50699438,Stable,Stable,Stable,27,1110032A03Rik,63390,,,Pih1d2,-81170,,,,
2,118510341,118510842,chr2-118510341-118510842,Stable,Opening,Stable,21,Pak6,152461,,,,,,,,
3,8307297,8307798,chr3-8307297-8307798,Stable,Closing,Stable,24,Stmn2,201562,,,,,,,,
5,18227554,18228055,chr5-18227554-18228055,Stable,Stable,Stable,27,Gnai1,37080,,,,,,,,
1,134415085,134415586,chr1-134415085-134415586,Stable,Stable,Stable,27,Cyb5r1,-9526,,,,,,,,
4,43441997,43442498,chr4-43441997-43442498,Stable,Opening,Stable,21,Spag8,208837,,,,,,,,
6,13746962,13747463,chr6-13746962-13747463,Stable,Stable,Stable,27,Gpr85,86995,,,,,,,,
17,24849994,24850495,chr17-24849994-24850495,Stable,Stable,Stable,27,Tmem204,207207,,,,,,,,
12,76288083,76288584,chr12-76288083-76288584,Stable,Opening,Stable,21,Ppp1r36,128954,,,,,,,,
18,25606619,25607120,chr18-25606619-25607120,Stable,Stable,Stable,27,Celf4,-128987,,,,,,,,
1,86504048,86504549,chr1-86504048-86504549,Stable,Opening,Stable,21,Nppc,161742,,,,,,,,
5,17606291,17606792,chr5-17606291-17606792,Stable,Closing,Stable,24,Cd36,174898,,,,,,,,
2,173658987,173660048,chr2-173658987-173660048,Stable,Stable,Stable,27,Rab22a,0,,,,,,,,
12,17176216,17176717,chr12-17176216-17176717,Stable,Stable,Stable,27,2410004P03Rik,-172897,,,,,,,,
1,16264927,16265661,chr1-16264927-16265661,Stable,Stable,Stable,27,4930444P10Rik,-198948,,,,,,,,
19,38633211,38633964,chr19-38633211-38633964,Stable,Closing,Stable,24,Slc35g1,-237231,,,,,,,,
9,95954634,95955135,chr9-95954634-95955135,Stable,Stable,Stable,27,Trpc1,-249552,,,,,,,,
3,157924810,157925311,chr3-157924810-157925311,Stable,Stable,Stable,27,Lrrc40,111351,,,,,,,,
2,168207065,168207700,chr2-168207065-168207700,Stable,Opening,Stable,21,Kcng1,52417,,,,,,,,
12,82407861,82408521,chr12-82407861-82408521,Stable,Closing,Stable,24,Rgs6,179771,,,,,,,,
1,84664553,84665054,chr1-84664553-84665054,Stable,Stable,Stable,27,Slc16a14,240844,,,,,,,,
10,108331555,108332509,chr10-108331555-108332509,Stable,Stable,Stable,27,Syt1,165141,,,,,,,,
14,59887367,59887868,chr14-59887367-59887868,Stable,Stable,Stable,27,Atp8a2,-248827,,,,,,,,
7,130968538,130969039,chr7-130968538-130969039,Stable,Closing,Stable,24,Htra1,-32427,,,,,,,,
11,107794733,107795234,chr11-107794733-107795234,Stable,Stable,Stable,27,Prkca,138153,,,,,,,,
