Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene
2,144070408,144070909,chr2-144070408-144070909,Stable,Closing,Closing,23,Dstn,-155088,,,,,,
3,126367132,126367633,chr3-126367132-126367633,Stable,Closing,Closing,23,Arsj,-3448,,,,,,
1,169575054,169575756,chr1-169575054-169575756,Stable,Closing,Closing,23,Rgs4,165721,,,,,,
18,66162122,66162623,chr18-66162122-66162623,Stable,Closing,Closing,23,Lman1,-181384,,,,,,
3,57480647,57481321,chr3-57480647-57481321,Stable,Stable,Closing,26,Tm4sf1,-195036,,,,,,
5,93151828,93152329,chr5-93151828-93152329,Stable,Stable,Closing,26,11-Sep,-58391,,,,,,
2,3579294,3579795,chr2-3579294-3579795,Stable,Closing,Closing,23,Fam107b,-8806,,,,,,
17,80008699,80009200,chr17-80008699-80009200,Stable,Closing,Closing,23,Srsf7,190880,,,,,,
6,34583334,34583835,chr6-34583334-34583835,Stable,Closing,Closing,23,Cald1,14665,,,,,,
10,122274121,122274825,chr10-122274121-122274825,Stable,Closing,Closing,23,Rxylt1,-196007,,,,,,
3,137228276,137228777,chr3-137228276-137228777,Stable,Stable,Closing,26,Emcn,112290,,,,,,
6,135511294,135511795,chr6-135511294-135511795,Stable,Closing,Closing,23,Emp1,-148749,,,,,,
9,74911846,74912347,chr9-74911846-74912347,Stable,Stable,Closing,26,Arpp19,125267,,,,,,
3,57079195,57079696,chr3-57079195-57079696,Stable,Stable,Closing,26,Tm4sf1,205915,,,,,,
1,45472652,45473153,chr1-45472652-45473153,Stable,Stable,Closing,26,Col5a2,-98331,,,,,,
5,137610731,137611506,chr5-137610731-137611506,Stable,Closing,Closing,23,Pcolce,-5628,,,,,,
3,126384920,126385421,chr3-126384920-126385421,Stable,Closing,Closing,23,Arsj,-21236,,,,,,
9,21923931,21924432,chr9-21923931-21924432,Stable,Closing,Closing,23,Ldlr,-200448,,,,,,
7,112226354,112226855,chr7-112226354-112226855,Stable,Stable,Closing,26,Mical2,-498,,,,,,
1,45541067,45542221,chr1-45541067-45542221,Stable,Closing,Closing,23,Col5a2,-166746,,,,,,
7,67740533,67741034,chr7-67740533-67741034,Stable,Closing,Closing,23,Synm,-10373,,,,,,
3,121650291,121650792,chr3-121650291-121650792,Stable,Closing,Closing,23,F3,72745,,,,,,
9,75196247,75196748,chr9-75196247-75196748,Stable,Closing,Closing,23,Arpp19,-158633,,,,,,
13,114719711,114720212,chr13-114719711-114720212,Stable,Closing,Closing,23,Itga1,232884,,,,,,
9,75064656,75065157,chr9-75064656-75065157,Stable,Closing,Closing,23,Arpp19,-27042,,,,,,
8,71681376,71681877,chr8-71681376-71681877,Stable,Closing,Closing,23,Bst2,-147121,,,,,,
13,115021443,115022665,chr13-115021443-115022665,Stable,Closing,Closing,23,Itga1,-68347,,,,,,
16,52006932,52007433,chr16-52006932-52007433,Stable,Closing,Closing,23,Alcam,241563,,,,,,
9,37047405,37047906,chr9-37047405-37047906,Stable,Closing,Closing,23,Gm10177,205016,,,,,,
7,89267421,89267922,chr7-89267421-89267922,Stable,Closing,Closing,23,Fzd4,136433,,,,,,
3,121859102,121859603,chr3-121859102-121859603,Stable,Stable,Closing,26,F3,-135565,,,,,,
7,67776800,67777301,chr7-67776800-67777301,Stable,Stable,Closing,26,Synm,-46640,,,,,,
1,149929079,149929580,chr1-149929079-149929580,Stable,Closing,Closing,23,Ptgs2,170451,,,,,,
6,42542238,42542739,chr6-42542238-42542739,Stable,Closing,Closing,23,Zyx,-192608,,,,,,
1,170068084,170068585,chr1-170068084-170068585,Stable,Closing,Closing,23,Hsd17b7,-118549,,,,,,
8,61623978,61624479,chr8-61623978-61624479,Stable,Closing,Closing,23,Palld,-112545,,,,,,
17,78328455,78328956,chr17-78328455-78328956,Stable,Closing,Closing,23,Crim1,-128207,,,,,,
10,4154381,4154882,chr10-4154381-4154882,Stable,Stable,Closing,26,Akap12,111498,,,,,,
10,84405242,84405743,chr10-84405242-84405743,Stable,Closing,Closing,23,Nuak1,-34337,,,,,,
1,169699164,169699665,chr1-169699164-169699665,Stable,Closing,Closing,23,Rgs4,41812,,,Hsd17b7,249870,,
19,30644775,30645276,chr19-30644775-30645276,Stable,Closing,Closing,23,Dkk1,-98912,,,,,,
4,119125579,119126301,chr4-119125579-119126301,Stable,Closing,Closing,23,Ppih,173709,,,,,,
6,149332643,149333446,chr6-149332643-149333446,Stable,Closing,Closing,23,Resf1,-23229,,,,,,
16,57189377,57189878,chr16-57189377-57189878,Stable,Closing,Closing,23,Filip1l,163215,,,,,,
3,57487364,57487865,chr3-57487364-57487865,Stable,Closing,Closing,23,Tm4sf1,-201753,,,,,,
2,151956473,151956974,chr2-151956473-151956974,Stable,Closing,Closing,23,Angpt4,-45263,,,,,,
18,60756195,60756696,chr18-60756195-60756696,Stable,Closing,Closing,23,Synpo,-162222,,,,,,
6,129407288,129407789,chr6-129407288-129407789,Stable,Closing,Closing,23,Olr1,77455,,,,,,
13,100516173,100517119,chr13-100516173-100517119,Stable,Stable,Closing,26,Cdk7,185512,,,,,,
1,170063986,170064487,chr1-170063986-170064487,Stable,Closing,Closing,23,Hsd17b7,-114451,,,,,,
11,46073022,46073523,chr11-46073022-46073523,Stable,Closing,Closing,23,Adam19,-17030,,,,,,
6,135369413,135369914,chr6-135369413-135369914,Stable,Stable,Closing,26,Emp1,-6868,,,,,,
6,129236083,129236584,chr6-129236083-129236584,Stable,Closing,Closing,23,Olr1,248660,,,,,,
5,96794066,96795136,chr5-96794066-96795136,Stable,Stable,Closing,26,Anxa3,-727,,,,,,
1,45597305,45597806,chr1-45597305-45597806,Stable,Closing,Closing,23,Col5a2,-222984,,,,,,
4,3711037,3711538,chr4-3711037-3711538,Stable,Closing,Closing,23,Lyn,-32922,,,,,,
2,151959189,151959690,chr2-151959189-151959690,Stable,Closing,Closing,23,Angpt4,-47979,,,,,,
11,49084814,49085315,chr11-49084814-49085315,Stable,Closing,Closing,23,Irgm1,-222846,,,,,,
5,5419181,5419682,chr5-5419181-5419682,Stable,Closing,Closing,23,Steap2,245147,,,,,,
10,4027396,4027897,chr10-4027396-4027897,Stable,Closing,Closing,23,Akap12,238483,,,,,,
6,91562992,91563493,chr6-91562992-91563493,Stable,Closing,Closing,23,Lsm3,-47064,,,Tmem43,-89289,,
12,80231204,80231705,chr12-80231204-80231705,Stable,Closing,Closing,23,Actn1,-63657,,,,,,
15,11783330,11784116,chr15-11783330-11784116,Stable,Closing,Closing,23,Npr3,55780,,,,,,
4,144999844,145000345,chr4-144999844-145000345,Stable,Closing,Closing,23,Dhrs3,-107017,,,,,,
12,101852028,101852529,chr12-101852028-101852529,Stable,Closing,Closing,23,Fbln5,-105463,,,,,,
5,143633001,143633502,chr5-143633001-143633502,Stable,Closing,Closing,23,Kdelr2,-229163,,,,,,
2,121588112,121588613,chr2-121588112-121588613,Stable,Closing,Closing,23,Pdia3,-174337,,,,,,
17,80347221,80347722,chr17-80347221-80347722,Stable,Closing,Closing,23,Srsf7,-147141,,,,,,
7,67616805,67617306,chr7-67616805-67617306,Stable,Closing,Closing,23,Synm,112854,,,,,,
6,42276062,42276563,chr6-42276062-42276563,Stable,Closing,Closing,23,Zyx,73067,,,,,,
13,33090467,33090968,chr13-33090467-33090968,Stable,Closing,Closing,23,Serpinb9b,-63051,,,,,,
10,4123455,4123956,chr10-4123455-4123956,Stable,Stable,Closing,26,Akap12,142424,,,,,,
13,4059331,4059832,chr13-4059331-4059832,Stable,Closing,Closing,23,Akr1c14,-10320,,,,,,
5,5423803,5424304,chr5-5423803-5424304,Stable,Closing,Closing,23,Steap2,240525,,,,,,
3,57252601,57253102,chr3-57252601-57253102,Stable,Stable,Closing,26,Tm4sf1,32509,,,,,,
6,29513220,29513721,chr6-29513220-29513721,Stable,Stable,Closing,26,Calu,-165151,,,,,,
12,80230512,80231013,chr12-80230512-80231013,Stable,Stable,Closing,26,Actn1,-62965,,,,,,
7,104464984,104465485,chr7-104464984-104465485,Stable,Closing,Closing,23,Trim6,-246191,,,,,,
7,89508628,89509129,chr7-89508628-89509129,Stable,Closing,Closing,23,Fzd4,-104273,,,,,,
5,17334935,17335436,chr5-17334935-17335436,Stable,Closing,Closing,23,Sema3c,238845,,,,,,
6,42550120,42550621,chr6-42550120-42550621,Stable,Closing,Closing,23,Zyx,-200490,,,,,,
1,150125546,150126047,chr1-150125546-150126047,Stable,Stable,Closing,26,Ptgs2,-25515,,,,,,
18,10443379,10443880,chr18-10443379-10443880,Stable,Closing,Closing,23,Snrpd1,173895,,,,,,
1,59833642,59834143,chr1-59833642-59834143,Stable,Stable,Closing,26,Nop58,-148671,,,,,,
10,120691391,120691892,chr10-120691391-120691892,Stable,Closing,Closing,23,Msrb3,89204,,,,,,
2,143875989,143876846,chr2-143875989-143876846,Stable,Stable,Closing,26,Dstn,38474,,,,,,
13,4076669,4077417,chr13-4076669-4077417,Stable,Closing,Closing,23,Akr1c14,-27658,,,,,,
16,46566126,46566627,chr16-46566126-46566627,Stable,Stable,Closing,26,Nectin3,-178420,,,,,,
17,42556729,42557230,chr17-42556729-42557230,Stable,Closing,Closing,23,Ptchd4,-240782,,,,,,
6,42381985,42382486,chr6-42381985-42382486,Stable,Closing,Closing,23,Zyx,-32355,,,,,,
15,12087599,12088100,chr15-12087599-12088100,Stable,Closing,Closing,23,Npr3,-247703,,,,,,
13,100581611,100582112,chr13-100581611-100582112,Stable,Stable,Closing,26,Cdk7,120519,,,,,,
16,52438195,52438696,chr16-52438195-52438696,Stable,Closing,Closing,23,Alcam,-189199,,,,,,
11,82032913,82033414,chr11-82032913-82033414,Stable,Closing,Closing,23,Ccl2,2157,,,,,,
7,114181355,114181856,chr7-114181355-114181856,Stable,Closing,Closing,23,Rras2,-134573,,,,,,
19,34435161,34435662,chr19-34435161-34435662,Stable,Closing,Closing,23,Acta2,-194071,,,,,,
1,80091316,80091817,chr1-80091316-80091817,Stable,Closing,Closing,23,Cul3,173106,,,,,,
16,58389219,58389720,chr16-58389219-58389720,Stable,Closing,Closing,23,Dcbld2,18723,,,,,,
17,80255144,80255645,chr17-80255144-80255645,Stable,Closing,Closing,23,Srsf7,-55064,,,,,,
7,67730419,67730920,chr7-67730419-67730920,Stable,Closing,Closing,23,Synm,-259,,,,,,
3,145685003,145685504,chr3-145685003-145685504,Stable,Closing,Closing,23,Bcl10,237300,,,,,,
10,121869891,121870392,chr10-121869891-121870392,Stable,Closing,Closing,23,Rxylt1,207722,,,,,,
4,100314819,100315526,chr4-100314819-100315526,Stable,Stable,Closing,26,Ror1,-219028,,,,,,
17,46073813,46074314,chr17-46073813-46074314,Stable,Stable,Closing,26,Tjap1,183537,,,,,,
17,46320274,46320775,chr17-46320274-46320775,Stable,Closing,Closing,23,Tjap1,-62423,,,,,,
1,169726343,169727041,chr1-169726343-169727041,Stable,Closing,Closing,23,Rgs4,14436,,,Hsd17b7,222494,,
3,137332683,137333184,chr3-137332683-137333184,Stable,Closing,Closing,23,Emcn,7883,,,,,,
3,121576939,121577440,chr3-121576939-121577440,Stable,Closing,Closing,23,F3,146097,,,,,,
9,79534663,79535164,chr9-79534663-79535164,Stable,Stable,Closing,26,Col12a1,63827,,,,,,
17,78392411,78393015,chr17-78392411-78393015,Stable,Closing,Closing,23,Crim1,-192163,,,,,,
5,92767278,92767779,chr5-92767278-92767779,Stable,Closing,Closing,23,Stbd1,-164237,,,,,,
2,68021621,68022122,chr2-68021621-68022122,Stable,Closing,Closing,23,Stk39,188323,,,,,,
9,86716621,86717122,chr9-86716621-86717122,Stable,Closing,Closing,23,Prss35,26527,,,Me1,-135250,,
18,60663907,60664408,chr18-60663907-60664408,Stable,Closing,Closing,23,Synpo,-69934,,,,,,
10,120914835,120915336,chr10-120914835-120915336,Stable,Closing,Closing,23,Msrb3,-133739,,,,,,
12,73325564,73326065,chr12-73325564-73326065,Stable,Stable,Closing,26,Six4,-225955,,,,,,
5,143287823,143288324,chr5-143287823-143288324,Stable,Stable,Closing,26,Kdelr2,115514,,,,,,
1,71476843,71477344,chr1-71476843-71477344,Stable,Stable,Closing,26,Fn1,108176,,,,,,
3,121481591,121482092,chr3-121481591-121482092,Stable,Closing,Closing,23,F3,241445,,,,,,
2,120986393,120986894,chr2-120986393-120986894,Stable,Stable,Closing,26,Tgm5,59217,,,,,,
5,14032026,14032527,chr5-14032026-14032527,Stable,Closing,Closing,23,Sema3e,-6750,,,,,,
5,57755732,57756233,chr5-57755732-57756233,Stable,Closing,Closing,23,Pcdh7,-37765,,,,,,
7,89481698,89482199,chr7-89481698-89482199,Stable,Stable,Closing,26,Fzd4,-77343,,,,,,
12,101789277,101789990,chr12-101789277-101789990,Stable,Closing,Closing,23,Fbln5,-42712,,,,,,
6,34497997,34498498,chr6-34497997-34498498,Stable,Closing,Closing,23,Cald1,100002,,,,,,
12,17087308,17087809,chr12-17087308-17087809,Stable,Closing,Closing,23,Rock2,-192413,,,,,,
1,149960948,149961449,chr1-149960948-149961449,Stable,Closing,Closing,23,Ptgs2,138582,,,,,,
7,67718741,67719242,chr7-67718741-67719242,Stable,Closing,Closing,23,Synm,10918,,,,,,
4,100321733,100322234,chr4-100321733-100322234,Stable,Closing,Closing,23,Ror1,-225942,,,,,,
5,17434850,17435351,chr5-17434850-17435351,Stable,Closing,Closing,23,Sema3c,138930,,,,,,
12,79018056,79018557,chr12-79018056-79018557,Stable,Stable,Closing,26,Eif2s1,-156237,,,,,,
3,131139259,131139760,chr3-131139259-131139760,Stable,Closing,Closing,23,Sgms2,179225,,,,,,
9,46120001,46120502,chr9-46120001-46120502,Stable,Closing,Closing,23,Tagln,-190382,,,,,,
10,4026516,4027230,chr10-4026516-4027230,Stable,Closing,Closing,23,Akap12,239150,,,,,,
5,93131368,93131869,chr5-93131368-93131869,Stable,Closing,Closing,23,11-Sep,-37931,,,,,,
5,17519976,17520477,chr5-17519976-17520477,Stable,Closing,Closing,23,Sema3c,53804,,,,,,
16,66000749,66001250,chr16-66000749-66001250,Stable,Closing,Closing,23,Vgll3,-185492,,,,,,
6,42297436,42297937,chr6-42297436-42297937,Stable,Closing,Closing,23,Zyx,51693,,,,,,
9,45798474,45798975,chr9-45798474-45798975,Stable,Closing,Closing,23,Tagln,130644,,,,,,
6,82723296,82723797,chr6-82723296-82723797,Stable,Closing,Closing,23,Pole4,-104304,,,,,,
5,93020043,93020544,chr5-93020043-93020544,Stable,Stable,Closing,26,11-Sep,72893,,,,,,
6,135333883,135334490,chr6-135333883-135334490,Stable,Closing,Closing,23,Emp1,28055,,,,,,
5,143271684,143272185,chr5-143271684-143272185,Stable,Closing,Closing,23,Kdelr2,131653,,,,,,
5,96793269,96793770,chr5-96793269-96793770,Stable,Closing,Closing,23,Anxa3,0,,,,,,
7,67741692,67742193,chr7-67741692-67742193,Stable,Closing,Closing,23,Synm,-11532,,,,,,
5,140514674,140515667,chr5-140514674-140515667,Stable,Closing,Closing,23,Nudt1,-193018,,,,,,
7,89257650,89258375,chr7-89257650-89258375,Stable,Closing,Closing,23,Fzd4,145980,,,,,,
18,33373816,33374317,chr18-33373816-33374317,Stable,Closing,Closing,23,Stard4,-174461,,,,,,
18,10404949,10405450,chr18-10404949-10405450,Stable,Stable,Closing,26,Snrpd1,212325,,,,,,
16,37687454,37687955,chr16-37687454-37687955,Stable,Closing,Closing,23,Fstl1,88918,,,,,,
14,46594166,46594667,chr14-46594166-46594667,Stable,Closing,Closing,23,Bmp4,-210646,,,,,,
3,137529932,137530527,chr3-137529932-137530527,Stable,Closing,Closing,23,Emcn,-188865,,,,,,
6,34750589,34751090,chr6-34750589-34751090,Stable,Closing,Closing,23,Cald1,-152089,,,,,,
3,37401979,37402480,chr3-37401979-37402480,Stable,Stable,Closing,26,Spata5,17416,,,,,,
9,92384309,92384810,chr9-92384309-92384810,Stable,Closing,Closing,23,Plscr2,-108707,,,,,,
9,92411984,92412485,chr9-92411984-92412485,Stable,Closing,Closing,23,Plscr2,-136382,,,,,,
1,80023482,80023983,chr1-80023482-80023983,Stable,Closing,Closing,23,Cul3,240940,,,,,,
13,115188041,115188885,chr13-115188041-115188885,Stable,Closing,Closing,23,Itga1,-234945,,,,,,
7,112204288,112204881,chr7-112204288-112204881,Stable,Closing,Closing,23,Mical2,20975,,,,,,
11,46848133,46848634,chr11-46848133-46848634,Stable,Stable,Closing,26,Sgcd,47619,,,,,,
12,79917740,79918241,chr12-79917740-79918241,Stable,Stable,Closing,26,Actn1,249306,,,,,,
6,42562330,42562831,chr6-42562330-42562831,Stable,Closing,Closing,23,Zyx,-212700,,,,,,
3,145692063,145692564,chr3-145692063-145692564,Stable,Closing,Closing,23,Bcl10,230240,,,,,,
12,82197234,82197735,chr12-82197234-82197735,Stable,Closing,Closing,23,Sipa1l1,-27914,,,,,,
5,107947432,107947933,chr5-107947432-107947933,Stable,Closing,Closing,23,Tmed5,158433,,,,,,
13,75754286,75754787,chr13-75754286-75754787,Stable,Closing,Closing,23,Rhobtb3,114750,,,,,,
18,33443343,33443844,chr18-33443343-33443844,Stable,Closing,Closing,23,Stard4,-243988,,,,,,
5,76053849,76054350,chr5-76053849-76054350,Stable,Closing,Closing,23,Ube2n-ps1,178262,,,,,,
6,42339983,42340484,chr6-42339983-42340484,Stable,Closing,Closing,23,Zyx,9146,,,,,,
9,30985741,30986242,chr9-30985741-30986242,Stable,Closing,Closing,23,Adamts8,-43179,,,,,,
4,133439686,133440187,chr4-133439686-133440187,Stable,Stable,Closing,26,Tent5b,39945,,,,,,
16,37715085,37715586,chr16-37715085-37715586,Stable,Stable,Closing,26,Fstl1,61287,,,,,,
3,130850754,130851255,chr3-130850754-130851255,Stable,Stable,Closing,26,Ostc,-154842,,,,,,
1,71473886,71474387,chr1-71473886-71474387,Stable,Closing,Closing,23,Fn1,111133,,,,,,
3,131541409,131541910,chr3-131541409-131541910,Stable,Stable,Closing,26,Sgms2,-222424,,,,,,
12,16850573,16851302,chr12-16850573-16851302,Stable,Closing,Closing,23,E2f6,-39610,,,Rock2,43593,,
9,75094719,75095220,chr9-75094719-75095220,Stable,Stable,Closing,26,Arpp19,-57105,,,,,,
5,13992857,13993358,chr5-13992857-13993358,Stable,Closing,Closing,23,Sema3e,31918,,,,,,
5,8075606,8076107,chr5-8075606-8076107,Stable,Closing,Closing,23,Sri,-29528,,,,,,
8,113878461,113878962,chr8-113878461-113878962,Stable,Closing,Closing,23,Adamts18,-181335,,,,,,
11,82038577,82039078,chr11-82038577-82039078,Stable,Closing,Closing,23,Ccl2,-3006,,,,,,
8,84722821,84723322,chr8-84722821-84723322,Stable,Stable,Closing,26,Calr,118528,,,,,,
1,45315966,45316467,chr1-45315966-45316467,Stable,Closing,Closing,23,Col5a2,57854,,,,,,
17,80311674,80312175,chr17-80311674-80312175,Stable,Closing,Closing,23,Srsf7,-111594,,,,,,
5,93127719,93128220,chr5-93127719-93128220,Stable,Stable,Closing,26,11-Sep,-34282,,,,,,
9,36964113,36964614,chr9-36964113-36964614,Stable,Stable,Closing,26,Stt3a,-234769,,,,,,
16,17201913,17202414,chr16-17201913-17202414,Stable,Stable,Closing,26,Ube2l3,-49900,,,Sdf2l1,-71775,,
5,143188064,143188565,chr5-143188064-143188565,Stable,Closing,Closing,23,Kdelr2,215273,,,,,,
10,120707767,120708490,chr10-120707767-120708490,Stable,Stable,Closing,26,Msrb3,72606,,,,,,
17,78387652,78388401,chr17-78387652-78388401,Stable,Closing,Closing,23,Crim1,-187404,,,,,,
18,60669682,60670799,chr18-60669682-60670799,Stable,Stable,Closing,26,Synpo,-75709,,,,,,
16,58349498,58349999,chr16-58349498-58349999,Stable,Closing,Closing,23,Dcbld2,58444,,,,,,
4,106463839,106464340,chr4-106463839-106464340,Stable,Closing,Closing,23,Dhcr24,96698,,,,,,
1,171540221,171540722,chr1-171540221-171540722,Stable,Stable,Closing,26,F11r,-102686,,,,,,
9,30950482,30950983,chr9-30950482-30950983,Stable,Closing,Closing,23,Adamts8,-7920,,,,,,
6,29435140,29436294,chr6-29435140-29436294,Stable,Stable,Closing,26,Calu,-87071,,,,,,
8,61755087,61755588,chr8-61755087-61755588,Stable,Stable,Closing,26,Palld,-243654,,,,,,
7,89559589,89560090,chr7-89559589-89560090,Stable,Closing,Closing,23,Fzd4,-155234,,,,,,
5,96501654,96502402,chr5-96501654-96502402,Stable,Stable,Closing,26,Fras1,-127699,,,,,,
9,37013503,37014004,chr9-37013503-37014004,Stable,Closing,Closing,23,Gm10177,238918,,,,,,
8,25070410,25071055,chr8-25070410-25071055,Stable,Closing,Closing,23,Adam9,-120799,,,,,,
12,73303054,73303555,chr12-73303054-73303555,Stable,Closing,Closing,23,Six4,-203445,,,,,,
17,78213114,78213615,chr17-78213114-78213615,Stable,Closing,Closing,23,Crim1,-12866,,,,,,
6,82640068,82640569,chr6-82640068-82640569,Stable,Closing,Closing,23,Pole4,-21076,,,,,,
15,43054664,43055165,chr15-43054664-43055165,Stable,Stable,Closing,26,Rspo2,-33870,,,,,,
9,30699772,30700273,chr9-30699772-30700273,Stable,Closing,Closing,23,Adamts8,242289,,,,,,
16,58377686,58378187,chr16-58377686-58378187,Stable,Closing,Closing,23,Dcbld2,30256,,,,,,
10,83805281,83805782,chr10-83805281-83805782,Stable,Closing,Closing,23,1500009L16Rik,-82416,,,,,,
16,37853210,37853711,chr16-37853210-37853711,Stable,Closing,Closing,23,Fstl1,-76337,,,,,,
8,113582497,113582998,chr8-113582497-113582998,Stable,Stable,Closing,26,Adamts18,114128,,,,,,
1,194938639,194939140,chr1-194938639-194939140,Stable,Closing,Closing,23,Cr1l,158242,,,,,,
5,57841635,57842136,chr5-57841635-57842136,Stable,Closing,Closing,23,Pcdh7,-123668,,,,,,
1,80018510,80019092,chr1-80018510-80019092,Stable,Closing,Closing,23,Cul3,245831,,,,,,
9,79645753,79646254,chr9-79645753-79646254,Stable,Stable,Closing,26,Col12a1,-46762,,,,,,
1,164461702,164462203,chr1-164461702-164462203,Stable,Stable,Closing,26,Slc19a2,-212656,,,,,,
3,145802046,145802547,chr3-145802046-145802547,Stable,Closing,Closing,23,Bcl10,120257,,,,,,
5,96802113,96802614,chr5-96802113-96802614,Stable,Closing,Closing,23,Anxa3,-8774,,,,,,
13,32996890,32997547,chr13-32996890-32997547,Stable,Closing,Closing,23,Serpinb9b,29869,,,,,,
12,79942723,79943224,chr12-79942723-79943224,Stable,Stable,Closing,26,Actn1,224323,,,,,,
2,33165648,33166149,chr2-33165648-33166149,Stable,Stable,Closing,26,Angptl2,49920,,,,,,
7,3411191,3411692,chr7-3411191-3411692,Stable,Closing,Closing,23,Myadm,-122111,,,,,,
7,116462146,116462863,chr7-116462146-116462863,Stable,Closing,Closing,23,Nucb2,41506,,,,,,
4,144891301,144891802,chr4-144891301-144891802,Stable,Closing,Closing,23,Dhrs3,1025,,,,,,
4,3725897,3726398,chr4-3725897-3726398,Stable,Stable,Closing,26,Lyn,-47782,,,,,,
16,37732125,37732789,chr16-37732125-37732789,Stable,Closing,Closing,23,Fstl1,44084,,,,,,
1,149975543,149976044,chr1-149975543-149976044,Stable,Closing,Closing,23,Ptgs2,123987,,,,,,
1,45502802,45503303,chr1-45502802-45503303,Stable,Stable,Closing,26,Col5a2,-128481,,,,,,
5,96221687,96222378,chr5-96221687-96222378,Stable,Closing,Closing,23,Fras1,151577,,,,,,
15,99803315,99803816,chr15-99803315-99803816,Stable,Closing,Closing,23,Lima1,-24845,,,,,,
5,137671717,137672218,chr5-137671717-137672218,Stable,Closing,Closing,23,Pcolce,-66614,,,,,,
3,57428661,57429162,chr3-57428661-57429162,Stable,Closing,Closing,23,Tm4sf1,-143050,,,,,,
10,120665568,120666069,chr10-120665568-120666069,Stable,Closing,Closing,23,Msrb3,115027,,,,,,
15,42978513,42979352,chr15-42978513-42979352,Stable,Stable,Closing,26,Rspo2,41442,,,,,,
12,79936592,79937093,chr12-79936592-79937093,Stable,Closing,Closing,23,Actn1,230454,,,,,,
8,25098162,25098663,chr8-25098162-25098663,Stable,Closing,Closing,23,Adam9,-148551,,,,,,
15,11794654,11795155,chr15-11794654-11795155,Stable,Closing,Closing,23,Npr3,44741,,,,,,
16,37728585,37729086,chr16-37728585-37729086,Stable,Closing,Closing,23,Fstl1,47787,,,,,,
5,93105012,93105841,chr5-93105012-93105841,Stable,Closing,Closing,23,11-Sep,-11575,,,,,,
15,20902487,20902988,chr15-20902487-20902988,Stable,Closing,Closing,23,Acot10,-237273,,,,,,
10,84286026,84286527,chr10-84286026-84286527,Stable,Stable,Closing,26,Nuak1,84378,,,,,,
5,92984658,92985159,chr5-92984658-92985159,Stable,Closing,Closing,23,11-Sep,108278,,,,,,
7,112298093,112298594,chr7-112298093-112298594,Stable,Closing,Closing,23,Mical2,-72237,,,,,,
3,137293137,137293638,chr3-137293137-137293638,Stable,Closing,Closing,23,Emcn,47429,,,,,,
6,91712713,91713214,chr6-91712713-91713214,Stable,Closing,Closing,23,Lsm3,-196785,,,Tmem43,-239010,,
5,92368513,92369466,chr5-92368513-92369466,Stable,Closing,Closing,23,Cxcl10,-21875,,,Stbd1,233575,,
13,115054728,115055229,chr13-115054728-115055229,Stable,Closing,Closing,23,Itga1,-101632,,,,,,
6,135249818,135250319,chr6-135249818-135250319,Stable,Closing,Closing,23,Emp1,112226,,,,,,
9,21767836,21768337,chr9-21767836-21768337,Stable,Closing,Closing,23,Ldlr,-44353,,,,,,
7,112354496,112354997,chr7-112354496-112354997,Stable,Stable,Closing,26,Mical2,-128640,,,,,,
5,92353239,92353914,chr5-92353239-92353914,Stable,Stable,Closing,26,Cxcl10,-6601,,,Stbd1,249127,,
9,56134488,56134989,chr9-56134488-56134989,Stable,Closing,Closing,23,Peak1,66137,,,,,,
18,67469591,67470092,chr18-67469591-67470092,Stable,Closing,Closing,23,Tubb6,-78874,,,,,,
6,34610340,34610841,chr6-34610340-34610841,Stable,Closing,Closing,23,Cald1,-11840,,,,,,
4,145034531,145035032,chr4-145034531-145035032,Stable,Closing,Closing,23,Dhrs3,-141704,,,,,,
7,104218617,104219611,chr7-104218617-104219611,Stable,Closing,Closing,23,Trim6,0,,,,,,
17,70933347,70933848,chr17-70933347-70933848,Stable,Closing,Closing,23,Myl12a,59808,,,,,,
13,115096956,115097457,chr13-115096956-115097457,Stable,Closing,Closing,23,Itga1,-143860,,,,,,
1,170006321,170007003,chr1-170006321-170007003,Stable,Closing,Closing,23,Hsd17b7,-56786,,,,,,
16,52060829,52061330,chr16-52060829-52061330,Stable,Closing,Closing,23,Alcam,187666,,,,,,
6,142458020,142458521,chr6-142458020-142458521,Stable,Closing,Closing,23,Golt1b,-70799,,,,,,
16,57266965,57267466,chr16-57266965-57267466,Stable,Stable,Closing,26,Filip1l,85627,,,,,,
17,80127508,80128009,chr17-80127508-80128009,Stable,Stable,Closing,26,Srsf7,72071,,,,,,
7,89433131,89433632,chr7-89433131-89433632,Stable,Closing,Closing,23,Fzd4,-28776,,,,,,
1,195033889,195034390,chr1-195033889-195034390,Stable,Closing,Closing,23,Cr1l,62992,,,,,,
7,116444245,116444986,chr7-116444245-116444986,Stable,Closing,Closing,23,Nucb2,59383,,,,,,
2,33325337,33325838,chr2-33325337-33325838,Stable,Closing,Closing,23,Angptl2,-109268,,,,,,
4,3776052,3776553,chr4-3776052-3776553,Stable,Closing,Closing,23,Lyn,-97937,,,,,,
19,40370086,40370817,chr19-40370086-40370817,Stable,Closing,Closing,23,Pdlim1,-148913,,,,,,
