Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene
11,51832377,51832878,chr11-51832377-51832878,Stable,Stable,Stable,27,Jade2,-18922,,,,,,
15,98026964,98027656,chr15-98026964-98027656,Stable,Stable,Stable,27,Vdr,-172539,,,,,,
9,95186654,95187442,chr9-95186654-95187442,Stable,Stable,Stable,27,Chst2,211850,,,,,,
1,64756359,64757826,chr1-64756359-64757826,Stable,Stable,Stable,27,Fzd5,-25801,,,,,,
7,17059953,17060454,chr7-17059953-17060454,Stable,Stable,Stable,27,Hif3a,-28446,,,,,,
8,60534926,60535427,chr8-60534926-60535427,Stable,Stable,Stable,27,Mfap3l,97400,,,,,,
10,117471479,117471980,chr10-117471479-117471980,Stable,Stable,Stable,27,Cpm,157520,,,,,,
13,23575526,23576027,chr13-23575526-23576027,Stable,Stable,Stable,27,Hist1h2bc,108172,,,Hfe,126007,Hist1h1c,162781
8,109503157,109503658,chr8-109503157-109503658,Stable,Stable,Stable,27,Hp,71470,,,,,,
6,87270489,87270990,chr6-87270489-87270990,Stable,Stable,Stable,27,Antxr1,-136636,,,,,,
12,84912557,84913058,chr12-84912557-84913058,Stable,Stable,Stable,27,Ltbp2,-129345,,,,,,
1,36556606,36557107,chr1-36556606-36557107,Stable,Stable,Stable,27,Kansl3,-220876,,,,,,
5,138969922,138970423,chr5-138969922-138970423,Stable,Stable,Stable,27,Fam20c,-215408,,,,,,
9,77744796,77745297,chr9-77744796-77745297,Stable,Stable,Stable,27,Gclc,9238,,,,,,
17,12118948,12119449,chr17-12118948-12119449,Stable,Stable,Stable,27,Agpat4,-244,,,,,,
4,129335161,129336039,chr4-129335161-129336039,Stable,Stable,Stable,27,Sync,-47544,,,,,,
7,131011865,131012366,chr7-131011865-131012366,Stable,Stable,Stable,27,Htra1,-75754,,,,,,
8,11452886,11453387,chr8-11452886-11453387,Stable,Stable,Stable,27,Rab20,131,,,,,,
3,146337807,146338308,chr3-146337807-146338308,Stable,Stable,Stable,27,Ctbs,111487,,,,,,
3,61050198,61050699,chr3-61050198-61050699,Stable,Stable,Stable,27,P2ry1,-47403,,,,,,
17,35543275,35543776,chr17-35543275-35543776,Stable,Stable,Stable,27,Cdsn,8352,,,Ddr1,137791,,
8,45627597,45628098,chr8-45627597-45628098,Stable,Stable,Stable,27,Tlr3,-231932,,,,,,
17,35896761,35897865,chr17-35896761-35897865,Stable,Stable,Stable,27,Ddr1,-215194,,,,,,
14,101561346,101561847,chr14-101561346-101561847,Stable,Stable,Stable,27,Lmo7,168110,,,,,,
4,134397143,134397644,chr4-134397143-134397644,Stable,Stable,Stable,27,Extl1,-40771,,,,,,
7,4995712,4997260,chr7-4995712-4997260,Stable,Stable,Stable,27,Nat14,-73684,,,,,,
8,94838114,94838615,chr8-94838114-94838615,Stable,Stable,Stable,27,Cx3cl1,-66105,,,Drc7,216488,,
14,31780619,31782038,chr14-31780619-31782038,Stable,Stable,Stable,27,Hacl1,-181889,,,,,,
15,25642285,25642932,chr15-25642285-25642932,Stable,Stable,Stable,27,Myo10,-19760,,,Retreg1,200248,,
15,57892257,57892758,chr15-57892257-57892758,Stable,Stable,Stable,27,Zhx2,-197592,,,,,,
8,105347763,105348264,chr8-105347763-105348264,Stable,Stable,Stable,27,Tmem208,-21409,,,,,,
10,60351721,60352222,chr10-60351721-60352222,Stable,Stable,Stable,27,Psap,-74094,,,,,,
19,12770882,12771383,chr19-12770882-12771383,Stable,Stable,Stable,27,Cntf,-7222,,,,,,
5,137759917,137760418,chr5-137759917-137760418,Stable,Stable,Stable,27,Tsc22d4,-14187,,,,,,
6,87189755,87190256,chr6-87189755-87190256,Stable,Stable,Stable,27,Antxr1,-55902,,,,,,
8,105186480,105186981,chr8-105186480-105186981,Stable,Stable,Stable,27,Tmem208,139373,,,,,,
14,70618145,70618746,chr14-70618145-70618746,Stable,Stable,Stable,27,Hr,-65933,,,Bmp1,-143587,,
4,134510753,134511254,chr4-134510753-134511254,Stable,Stable,Stable,27,Extl1,-154381,,,,,,
1,24586323,24587457,chr1-24586323-24587457,Stable,Stable,Stable,27,Lmbrd1,91173,,,,,,
8,94249857,94250358,chr8-94249857-94250358,Stable,Stable,Stable,27,Mt1,-70775,,,Mt2,-77193,Mt3,-97250
7,100653809,100654310,chr7-100653809-100654310,Stable,Stable,Stable,27,Arhgef17,215442,,,,,,
11,51915826,51916675,chr11-51915826-51916675,Stable,Stable,Stable,27,Jade2,-102371,,,,,,
16,38902023,38902524,chr16-38902023-38902524,Stable,Stable,Stable,27,Upk1b,-128839,,,,,,
7,105721867,105722368,chr7-105721867-105722368,Stable,Stable,Stable,27,Smpd1,-167507,,,Cavin3,-241784,,
1,133967573,133968074,chr1-133967573-133968074,Stable,Stable,Stable,27,Prelp,-57269,,,Adora1,231149,,
19,4820675,4821176,chr19-4820675-4821176,Stable,Stable,Stable,27,Ctsf,33954,,,,,,
16,4595635,4596278,chr16-4595635-4596278,Stable,Stable,Stable,27,Vasn,43663,,,,,,
10,62507608,62508311,chr10-62507608-62508311,Stable,Stable,Stable,27,Srgn,-13775,,,,,,
2,26147824,26148325,chr2-26147824-26148325,Stable,Stable,Stable,27,Qsox2,60312,,,,,,
11,43889418,43889919,chr11-43889418-43889919,Stable,Stable,Stable,27,Adra1b,-114812,,,,,,
11,22617376,22617877,chr11-22617376-22617877,Stable,Stable,Stable,27,Gm28048,216867,,,,,,
11,51637827,51638328,chr11-51637827-51638328,Stable,Stable,Stable,27,Jade2,175127,,,,,,
7,110773591,110774311,chr7-110773591-110774311,Stable,Stable,Stable,27,Ampd3,-5385,,,,,,
14,12530131,12530632,chr14-12530131-12530632,Stable,Stable,Stable,27,Cadps,-157568,,,,,,
3,135670791,135671292,chr3-135670791-135671292,Stable,Stable,Stable,27,Ube2d3,-232642,,,,,,
16,95778145,95778646,chr16-95778145-95778646,Stable,Stable,Stable,27,Ets2,-76070,,,,,,
14,25872267,25872768,chr14-25872267-25872768,Stable,Stable,Stable,27,Anxa11,-30111,,,,,,
9,44106980,44107481,chr9-44106980-44107481,Stable,Stable,Stable,27,C1qtnf5,0,,,Usp2,-39959,Vps11,240268
3,88615923,88616424,chr3-88615923-88616424,Stable,Stable,Stable,27,Lmna,-135776,,,,,,
8,110664455,110664956,chr8-110664455-110664956,Stable,Stable,Stable,27,Il34,76873,,,,,,
15,57444430,57444931,chr15-57444430-57444931,Stable,Stable,Stable,27,Zhx2,249734,,,,,,
14,12284120,12284830,chr14-12284120-12284830,Stable,Stable,Stable,27,Cadps,87733,,,,,,
4,141060110,141061039,chr4-141060110-141061039,Stable,Stable,Stable,27,Necap2,5473,,,,,,
13,23683856,23684357,chr13-23683856-23684357,Stable,Stable,Stable,27,Hist1h2bc,0,,,Hfe,17677,Hist1h1c,54451
1,91435854,91436958,chr1-91435854-91436958,Stable,Stable,Stable,27,Per2,-19872,,,,,,
4,115847147,115847648,chr4-115847147-115847648,Stable,Stable,Stable,27,Faah,119497,,,,,,
1,52873914,52874415,chr1-52873914-52874415,Stable,Stable,Stable,27,Mfsd6,-217628,,,,,,
3,27859013,27859514,chr3-27859013-27859514,Stable,Stable,Stable,27,Pld1,79181,,,,,,
1,164366652,164367153,chr1-164366652-164367153,Stable,Stable,Stable,27,Atp1b1,69956,,,,,,
3,122748312,122748813,chr3-122748312-122748813,Stable,Stable,Stable,27,1810037I17Rik,175390,,,,,,
17,34899721,34900222,chr17-34899721-34900222,Stable,Stable,Stable,27,C4b,-171341,,,,,,
17,12288807,12289308,chr17-12288807-12289308,Stable,Stable,Stable,27,Agpat4,-170103,,,,,,
5,122770484,122770985,chr5-122770484-122770985,Stable,Stable,Stable,27,P2rx4,-62940,,,,,,
1,53909075,53909576,chr1-53909075-53909576,Stable,Stable,Stable,27,Stk17b,-153569,,,,,,
7,44590474,44590975,chr7-44590474-44590975,Stable,Stable,Stable,27,Atf5,221281,,,,,,
9,95406951,95407773,chr9-95406951-95407773,Stable,Stable,Stable,27,Chst2,-7659,,,,,,
9,108290134,108290635,chr9-108290134-108290635,Stable,Stable,Stable,27,Dag1,-85500,,,,,,
5,115775280,115775873,chr5-115775280-115775873,Stable,Stable,Stable,27,Bicdl1,-127105,,,,,,
16,10541632,10542133,chr16-10541632-10542133,Stable,Stable,Stable,27,Clec16a,3206,,,,,,
11,117975983,117976484,chr11-117975983-117976484,Stable,Stable,Stable,27,Pgs1,9808,,,,,,
18,35837000,35837501,chr18-35837000-35837501,Stable,Stable,Stable,27,Paip2,-238383,,,,,,
4,62408480,62408981,chr4-62408480-62408981,Stable,Stable,Stable,27,Slc31a2,-145918,,,,,,
8,90828407,90829066,chr8-90828407-90829066,Stable,Stable,Stable,27,Gm19935,-12262,,,,,,
4,139380205,139380706,chr4-139380205-139380706,Stable,Stable,Stable,27,Capzb,-187306,,,,,,
11,22763885,22764386,chr11-22763885-22764386,Stable,Stable,Stable,27,Gm28048,70358,,,,,,
7,44986462,44986963,chr7-44986462-44986963,Stable,Stable,Stable,27,Fuz,-90383,,,Atf5,-174206,,
1,34123027,34123528,chr1-34123027-34123528,Stable,Stable,Stable,27,Dst,-214802,,,,,,
7,89611115,89611616,chr7-89611115-89611616,Stable,Stable,Stable,27,Prss23,-103332,,,,,,
2,145675090,145676066,chr2-145675090-145676066,Stable,Stable,Stable,27,Rin2,0,,,,,,
3,126656206,126656707,chr3-126656206-126656707,Stable,Stable,Stable,27,Camk2d,-59904,,,,,,
1,189769987,189770488,chr1-189769987-189770488,Stable,Stable,Stable,27,Ptpn14,-41719,,,,,,
5,124598548,124599049,chr5-124598548-124599049,Stable,Stable,Stable,27,Dnah10,126036,,,,,,
8,25368596,25369097,chr8-25368596-25369097,Stable,Stable,Stable,27,Fgfr1,144557,,,Tacc1,-214044,,
5,115514970,115515471,chr5-115514970-115515471,Stable,Stable,Stable,27,Bicdl1,132704,,,,,,
6,119924244,119924745,chr6-119924244-119924745,Stable,Stable,Stable,27,Wnk1,-275,,,,,,
15,25536387,25536888,chr15-25536387-25536888,Stable,Stable,Stable,27,Myo10,85637,,,,,,
11,100962345,100962846,chr11-100962345-100962846,Stable,Stable,Stable,27,Stat5a,-102994,,,,,,
1,153899670,153900635,chr1-153899670-153900635,Stable,Stable,Stable,27,Glul,0,,,,,,
17,71730434,71731102,chr17-71730434-71731102,Stable,Stable,Stable,27,Clip4,37371,,,Togaram2,-57173,,
18,61952544,61953045,chr18-61952544-61953045,Stable,Stable,Stable,27,Adrb2,224771,,,,,,
11,61590453,61590954,chr11-61590453-61590954,Stable,Stable,Stable,27,Epn2,-73204,,,,,,
1,91883054,91883555,chr1-91883054-91883555,Stable,Stable,Stable,27,Hdac4,45224,,,,,,
1,132298275,132299011,chr1-132298275-132299011,Stable,Stable,Stable,27,Klhdc8a,0,,,,,,
15,76952347,76952848,chr15-76952347-76952848,Stable,Stable,Stable,27,Rpl8,-48269,,,,,,
4,119968010,119968511,chr4-119968010-119968511,Stable,Stable,Stable,27,Hivep3,-234226,,,,,,
8,105851757,105852258,chr8-105851757-105852258,Stable,Stable,Stable,27,Slc12a4,91332,,,,,,
3,146641934,146642435,chr3-146641934-146642435,Stable,Stable,Stable,27,Ctbs,-192139,,,,,,
17,35673514,35674015,chr17-35673514-35674015,Stable,Stable,Stable,27,Ddr1,7552,,,Cdsn,-121386,,
6,136807971,136808844,chr6-136807971-136808844,Stable,Stable,Stable,27,Mgp,63591,,,,,,
12,105016600,105017101,chr12-105016600-105017101,Stable,Stable,Stable,27,Syne3,-86667,,,,,,
12,55230449,55230950,chr12-55230449-55230950,Stable,Stable,Stable,27,1700047I17Rik2,-30857,,,,,,
4,43728492,43728993,chr4-43728492-43728993,Stable,Stable,Stable,27,Creb3,-166160,,,,,,
6,146321912,146322413,chr6-146321912-146322413,Stable,Stable,Stable,27,Itpr2,-213613,,,,,,
10,60172995,60173496,chr10-60172995-60173496,Stable,Stable,Stable,27,Psap,104131,,,Anapc16,-185586,,
9,79673745,79674246,chr9-79673745-79674246,Stable,Stable,Stable,27,Col12a1,-74754,,,,,,
5,104056243,104056744,chr5-104056243-104056744,Stable,Stable,Stable,27,Nudt9,-9937,,,Hsd17b11,-66481,Dmp1,145869
18,35383545,35384046,chr18-35383545-35384046,Stable,Stable,Stable,27,Paip2,214571,,,,,,
2,163397865,163398551,chr2-163397865-163398551,Stable,Stable,Stable,27,Fitm2,67828,,,Serinc3,224721,,
19,17011343,17011844,chr19-17011343-17011844,Stable,Stable,Stable,27,Prune2,-55225,,,,,,
15,99370183,99370800,chr15-99370183-99370800,Stable,Stable,Stable,27,Tmbim6,22082,,,,,,
5,137757168,137757669,chr5-137757168-137757669,Stable,Stable,Stable,27,Tsc22d4,-11438,,,,,,
8,70879520,70880021,chr8-70879520-70880021,Stable,Stable,Stable,27,Rpl18a,14701,,,,,,
8,60648961,60649462,chr8-60648961-60649462,Stable,Stable,Stable,27,Mfap3l,-16134,,,,,,
5,108697226,108697727,chr5-108697226-108697727,Stable,Stable,Stable,27,Fgfrl1,-4844,,,,,,
3,123053360,123054634,chr3-123053360-123054634,Stable,Stable,Stable,27,1810037I17Rik,-129157,,,,,,
12,84772846,84773347,chr12-84772846-84773347,Stable,Stable,Stable,27,Ltbp2,9865,,,,,,
17,44528656,44529157,chr17-44528656-44529157,Stable,Stable,Stable,27,Supt3,247995,,,,,,
8,60773396,60773897,chr8-60773396-60773897,Stable,Stable,Stable,27,Mfap3l,-140569,,,,,,
1,155504479,155505321,chr1-155504479-155505321,Stable,Stable,Stable,27,Xpr1,-228778,,,,,,
19,23058442,23058943,chr19-23058442-23058943,Stable,Stable,Stable,27,Klf9,82283,,,,,,
16,10366546,10367047,chr16-10366546-10367047,Stable,Stable,Stable,27,Emp2,-84797,,,Clec16a,178292,,
13,23761052,23761620,chr13-23761052-23761620,Stable,Stable,Stable,27,Hist1h1c,-22244,,,Hfe,-59018,Hist1h2bc,-76853
11,78497562,78498063,chr11-78497562-78498063,Stable,Stable,Stable,27,Pigs,-169147,,,,,,
7,25105737,25106238,chr7-25105737-25106238,Stable,Stable,Stable,27,Dedd2,93677,,,,,,
3,97507038,97507646,chr3-97507038-97507646,Stable,Stable,Stable,27,Pde4dip,182178,,,,,,
9,41735475,41736577,chr9-41735475-41736577,Stable,Stable,Stable,27,Sorl1,228143,,,,,,
13,70637000,70638418,chr13-70637000-70638418,Stable,Stable,Stable,27,Adamts16,89384,,,,,,
12,104883744,104884245,chr12-104883744-104884245,Stable,Stable,Stable,27,Syne3,45688,,,,,,
5,66546990,66547661,chr5-66546990-66547661,Stable,Stable,Stable,27,Limch1,198166,,,,,,
5,124960395,124960896,chr5-124960395-124960896,Stable,Stable,Stable,27,Dnah10,-235310,,,,,,
14,124040736,124041237,chr14-124040736-124041237,Stable,Stable,Stable,27,Gm15422,-55460,,,,,,
18,60897698,60898199,chr18-60897698-60898199,Stable,Stable,Stable,27,Pdgfrb,146951,,,,,,
8,95080671,95081346,chr8-95080671-95081346,Stable,Stable,Stable,27,Drc7,-25568,,,,,,
6,5509497,5509998,chr6-5509497-5509998,Stable,Stable,Stable,27,Pdk4,-26146,,,,,,
11,72029034,72029535,chr11-72029034-72029535,Stable,Stable,Stable,27,Pitpnm3,17993,,,,,,
13,23544207,23544708,chr13-23544207-23544708,Stable,Stable,Stable,27,Hist1h2bc,139491,,,Hfe,157326,Hist1h1c,194100
14,25832270,25832771,chr14-25832270-25832771,Stable,Stable,Stable,27,Anxa11,9385,,,,,,
1,88262134,88262635,chr1-88262134-88262635,Stable,Stable,Stable,27,Ugt1a6a,-127325,,,Ugt1a6b,-158882,,
9,54699253,54700082,chr9-54699253-54700082,Stable,Stable,Stable,27,Dnaja4,-380,,,,,,
7,64048499,64049000,chr7-64048499-64049000,Stable,Stable,Stable,27,Klf13,-162148,,,,,,
3,60408597,60409415,chr3-60408597-60409415,Stable,Stable,Stable,27,Mbnl1,63415,,,,,,
7,63905081,63905582,chr7-63905081-63905582,Stable,Stable,Stable,27,Klf13,-18730,,,,,,
15,25577507,25578008,chr15-25577507-25578008,Stable,Stable,Stable,27,Myo10,44517,,,,,,
15,25790732,25791233,chr15-25790732-25791233,Stable,Stable,Stable,27,Retreg1,51947,,,Myo10,-168207,,
11,100714349,100714850,chr11-100714349-100714850,Stable,Stable,Stable,27,Stat5a,144501,,,Ttc25,-168742,,
18,60848714,60849215,chr18-60848714-60849215,Stable,Stable,Stable,27,Pdgfrb,195935,,,,,,
3,123128621,123129122,chr3-123128621-123129122,Stable,Stable,Stable,27,1810037I17Rik,-204418,,,,,,
11,115475358,115476035,chr11-115475358-115476035,Stable,Stable,Stable,27,Slc25a19,138143,,,,,,
14,65837221,65837722,chr14-65837221-65837722,Stable,Stable,Stable,27,Clu,130761,,,,,,
19,56990417,56990918,chr19-56990417-56990918,Stable,Stable,Stable,27,Afap1l2,-78056,,,,,,
18,36188929,36189430,chr18-36188929-36189430,Stable,Stable,Stable,27,Cystm1,153090,,,,,,
1,165736082,165736742,chr1-165736082-165736742,Stable,Stable,Stable,27,Creg1,27004,,,,,,
17,35379296,35380165,chr17-35379296-35380165,Stable,Stable,Stable,27,Cdsn,171963,,,,,,
1,64667129,64667630,chr1-64667129-64667630,Stable,Stable,Stable,27,Fzd5,62928,,,,,,
5,113907747,113909323,chr5-113907747-113909323,Stable,Stable,Stable,27,Ficd,-171944,,,,,,
7,143599849,143600350,chr7-143599849-143600350,Stable,Stable,Stable,27,Osbpl5,88412,,,,,,
14,101568650,101569151,chr14-101568650-101569151,Stable,Stable,Stable,27,Lmo7,160806,,,,,,
11,98721393,98721894,chr11-98721393-98721894,Stable,Stable,Stable,27,Ormdl3,-140137,,,,,,
6,119388581,119389082,chr6-119388581-119389082,Stable,Stable,Stable,27,Adipor2,-35431,,,,,,
5,52391058,52391559,chr5-52391058-52391559,Stable,Opening,Stable,21,Sod3,-27267,,,,,,
2,168525626,168526127,chr2-168525626-168526127,Stable,Stable,Stable,27,Atp9a,108311,,,,,,
5,130901620,130902121,chr5-130901620-130902121,Stable,Opening,Stable,21,Galnt17,-29538,,,,,,
9,78089709,78090210,chr9-78089709-78090210,Stable,Stable,Stable,27,Fbxo9,-8210,,,,,,
1,165634365,165634866,chr1-165634365-165634866,Stable,Stable,Stable,27,Creg1,128880,,,,,,
10,59510676,59511177,chr10-59510676-59511177,Stable,Stable,Stable,27,Oit3,-87718,,,,,,
11,62910877,62911848,chr11-62910877-62911848,Stable,Stable,Stable,27,Pmp22,217134,,,,,,
11,75178712,75179213,chr11-75178712-75179213,Stable,Stable,Stable,27,Serpinf1,230556,,,,,,
9,72766663,72767234,chr9-72766663-72767234,Stable,Stable,Stable,27,Ccpg1,218195,,,,,,
7,109545151,109545652,chr7-109545151-109545652,Stable,Stable,Stable,27,St5,-21240,,,Tmem9b,190182,,
8,95887728,95888575,chr8-95887728-95888575,Stable,Stable,Stable,27,Ndrg4,-210748,,,,,,
2,132252851,132253352,chr2-132252851-132253352,Stable,Stable,Stable,27,Slc23a2,-200355,,,,,,
13,63046166,63047185,chr13-63046166-63047185,Stable,Stable,Stable,27,Aopep,-81273,,,,,,
19,40425361,40425862,chr19-40425361-40425862,Stable,Stable,Stable,27,Sorbs1,-130608,,,,,,
8,94189216,94189980,chr8-94189216-94189980,Stable,Stable,Stable,27,Mt1,-10134,,,Mt2,-16552,Mt3,-36609
2,25126110,25126611,chr2-25126110-25126611,Stable,Stable,Stable,27,Nsmf,-71755,,,,,,
14,25769002,25769503,chr14-25769002-25769503,Stable,Stable,Stable,27,Anxa11,72653,,,,,,
12,104912327,104913060,chr12-104912327-104913060,Stable,Stable,Stable,27,Syne3,16873,,,,,,
6,5448382,5448883,chr6-5448382-5448883,Stable,Stable,Stable,27,Pdk4,34468,,,,,,
5,52138045,52138546,chr5-52138045-52138546,Opening,Stable,Stable,9,Sod3,225245,,,,,,
7,118855459,118856118,chr7-118855459-118856118,Stable,Stable,Stable,27,Gde1,-166914,,,,,,
2,160796899,160797400,chr2-160796899-160797400,Stable,Stable,Stable,27,Zhx3,-48191,,,Lpin3,83270,,
1,165075576,165076077,chr1-165075576-165076077,Stable,Stable,Stable,27,Sft2d2,98260,,,,,,
18,74120539,74121040,chr18-74120539-74121040,Stable,Stable,Stable,27,Mapk4,-192053,,,,,,
13,41403814,41404315,chr13-41403814-41404315,Stable,Stable,Stable,27,Nedd9,-94233,,,,,,
6,66254746,66255247,chr6-66254746-66255247,Stable,Stable,Stable,27,Gm31520,8908,,,,,,
6,12936022,12936710,chr6-12936022-12936710,Stable,Stable,Stable,27,Gm5300,118885,,,Tmem106b,133049,,
14,66110837,66111634,chr14-66110837-66111634,Stable,Stable,Stable,27,Clu,-142354,,,,,,
11,78115219,78115967,chr11-78115219-78115967,Stable,Stable,Stable,27,Pigs,212448,,,,,,
3,27983829,27984330,chr3-27983829-27984330,Stable,Stable,Stable,27,Pld1,-45134,,,,,,
8,11357831,11358535,chr8-11357831-11358535,Stable,Stable,Stable,27,Rab20,94983,,,,,,
4,141524706,141525207,chr4-141524706-141525207,Stable,Stable,Stable,27,Hspb7,-103927,,,,,,
2,32881264,32881765,chr2-32881264-32881765,Stable,Stable,Stable,27,Rpl12,79794,,,Cfap157,-103883,,
4,149587229,149587730,chr4-149587229-149587730,Stable,Stable,Stable,27,Clstn1,-761,,,Slc25a33,156306,,
18,35702832,35703333,chr18-35702832-35703333,Stable,Stable,Stable,27,Paip2,-104215,,,,,,
7,25239119,25239620,chr7-25239119-25239620,Stable,Stable,Stable,27,Dedd2,-39204,,,,,,
8,94735442,94735943,chr8-94735442-94735943,Stable,Stable,Stable,27,Cx3cl1,36066,,,,,,
7,63754788,63755289,chr7-63754788-63755289,Stable,Stable,Stable,27,Klf13,131062,,,,,,
6,88898438,88898939,chr6-88898438-88898939,Stable,Stable,Stable,27,Mgll,-174026,,,,,,
1,181143960,181144461,chr1-181143960-181144461,Stable,Stable,Stable,27,Ephx1,-167750,,,,,,
6,91549747,91550248,chr6-91549747-91550248,Stable,Closing,Stable,24,Slc6a6,133805,,,,,,
12,112675085,112675586,chr12-112675085-112675586,Stable,Stable,Stable,27,Clba1,133351,,,,,,
11,105823192,105823693,chr11-105823192-105823693,Stable,Stable,Stable,27,Ace,144252,,,,,,
18,12333709,12334210,chr18-12333709-12334210,Stable,Stable,Stable,27,Ankrd29,-81347,,,,,,
1,53895019,53895827,chr1-53895019-53895827,Stable,Stable,Stable,27,Stk17b,-139513,,,,,,
13,56329801,56330302,chr13-56329801-56330302,Stable,Stable,Stable,27,Cxcl14,-41158,,,,,,
1,36397065,36398250,chr1-36397065-36398250,Stable,Stable,Stable,27,Kansl3,-61335,,,,,,
1,88205492,88205993,chr1-88205492-88205993,Stable,Stable,Stable,27,Ugt1a6a,-70683,,,Ugt1a6b,-102240,,
4,155601264,155602155,chr4-155601264-155602155,Stable,Stable,Stable,27,Mxra8,237525,,,,,,
8,90839954,90840455,chr8-90839954-90840455,Stable,Stable,Stable,27,Gm19935,-23809,,,,,,
12,104699817,104700587,chr12-104699817-104700587,Stable,Stable,Stable,27,Syne3,229346,,,,,,
16,38972070,38972571,chr16-38972070-38972571,Stable,Stable,Stable,27,Upk1b,-198886,,,,,,
16,10565410,10565911,chr16-10565410-10565911,Stable,Stable,Stable,27,Clec16a,-20071,,,,,,
6,88518686,88519187,chr6-88518686-88519187,Stable,Stable,Stable,27,Mgll,205225,,,,,,
15,82046334,82047232,chr15-82046334-82047232,Stable,Stable,Stable,27,Tob2,-198062,,,,,,
13,41339054,41339555,chr13-41339054-41339555,Stable,Stable,Stable,27,Nedd9,-29473,,,,,,
4,115854669,115855385,chr4-115854669-115855385,Stable,Stable,Stable,27,Faah,111760,,,,,,
9,78537087,78537588,chr9-78537087-78537588,Stable,Stable,Stable,27,Slc17a5,-599,,,,,,
6,48825105,48825606,chr6-48825105-48825606,Stable,Stable,Stable,27,Tmem176b,8212,,,,,,
11,61615887,61616388,chr11-61615887-61616388,Stable,Stable,Stable,27,Epn2,-98638,,,,,,
7,110893907,110894567,chr7-110893907-110894567,Stable,Stable,Stable,27,Ampd3,-125701,,,,,,
1,132766142,132766643,chr1-132766142-132766643,Stable,Stable,Stable,27,Nfasc,-201452,,,,,,
3,126611507,126612008,chr3-126611507-126612008,Stable,Stable,Stable,27,Camk2d,-15205,,,,,,
8,94917324,94918131,chr8-94917324-94918131,Stable,Stable,Stable,27,Drc7,136972,,,Cx3cl1,-145315,,
17,12029901,12030402,chr17-12029901-12030402,Stable,Stable,Stable,27,Agpat4,88302,,,,,,
12,35216544,35217045,chr12-35216544-35217045,Stable,Stable,Stable,27,Snx13,-169358,,,,,,
4,149517836,149518337,chr4-149517836-149518337,Stable,Stable,Stable,27,Clstn1,68131,,,Slc25a33,225699,,
6,87355815,87356316,chr6-87355815-87356316,Stable,Stable,Stable,27,Antxr1,-221962,,,,,,
16,10354982,10355483,chr16-10354982-10355483,Stable,Stable,Stable,27,Emp2,-73233,,,Clec16a,189856,,
10,128322384,128322885,chr10-128322384-128322885,Stable,Stable,Stable,27,Myl6,167975,,,,,,
2,27088029,27088530,chr2-27088029-27088530,Stable,Stable,Stable,27,Vav2,173574,,,,,,
5,35609361,35609862,chr5-35609361-35609862,Stable,Stable,Stable,27,Htra3,42161,,,,,,
1,153740096,153740597,chr1-153740096-153740597,Stable,Stable,Stable,27,Glul,159347,,,,,,
1,164973717,164974218,chr1-164973717-164974218,Stable,Stable,Stable,27,Sft2d2,200119,,,,,,
11,114704143,114704644,chr11-114704143-114704644,Stable,Stable,Stable,27,Dnaic2,22764,,,,,,
18,57638513,57639014,chr18-57638513-57639014,Stable,Stable,Stable,27,Ctxn3,-169997,,,,,,
15,102381485,102381986,chr15-102381485-102381986,Stable,Stable,Stable,27,Rarg,-146547,,,,,,
7,109536546,109537047,chr7-109536546-109537047,Stable,Stable,Stable,27,St5,-12635,,,Tmem9b,198787,,
16,65629144,65629782,chr16-65629144-65629782,Stable,Stable,Stable,27,Vgll3,185475,,,,,,
11,72042004,72042505,chr11-72042004-72042505,Stable,Stable,Stable,27,Pitpnm3,5023,,,,,,
18,73848839,73849340,chr18-73848839-73849340,Stable,Stable,Stable,27,Mapk4,79146,,,,,,
2,127854521,127855022,chr2-127854521-127855022,Stable,Stable,Stable,27,Mtln,-63133,,,,,,
7,25237780,25238576,chr7-25237780-25238576,Stable,Stable,Stable,27,Dedd2,-37865,,,,,,
11,98717876,98718377,chr11-98717876-98718377,Stable,Stable,Stable,27,Ormdl3,-136620,,,,,,
13,56463082,56463583,chr13-56463082-56463583,Stable,Stable,Stable,27,Cxcl14,-174439,,,,,,
1,36471148,36471649,chr1-36471148-36471649,Stable,Stable,Stable,27,Kansl3,-135418,,,,,,
7,45017289,45017923,chr7-45017289-45017923,Stable,Stable,Stable,27,Fuz,-121210,,,Atf5,-205033,,
11,69758626,69759502,chr11-69758626-69759502,Stable,Stable,Stable,27,Zbtb4,6410,,,Mpdu1,-101929,Atp1b2,-158890
6,88934738,88935239,chr6-88934738-88935239,Stable,Stable,Stable,27,Mgll,-210326,,,,,,
6,66367171,66367672,chr6-66367171-66367672,Stable,Stable,Stable,27,Gm31520,-103016,,,,,,
3,64114990,64115491,chr3-64114990-64115491,Stable,Stable,Stable,27,Slc33a1,-181483,,,,,,
2,32201436,32201937,chr2-32201436-32201937,Stable,Stable,Stable,27,Uck1,53065,,,,,,
11,51703270,51703771,chr11-51703270-51703771,Stable,Stable,Stable,27,Jade2,109684,,,,,,
