Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene
8,45844406,45844907,chr8-45844406-45844907,Stable,Stable,Stable,27,1700029J07Rik,108699,,,,,,
11,86596057,86596558,chr11-86596057-86596558,Stable,Stable,Stable,27,Rnft1,-111400,,,,,,
14,21720255,21720756,chr14-21720255-21720756,Stable,Stable,Stable,27,Samd8,29775,,,,,,
8,105433396,105433897,chr8-105433396-105433897,Stable,Stable,Stable,27,Tppp3,33596,,,,,,
3,90587639,90588140,chr3-90587639-90588140,Stable,Stable,Stable,27,S100a1,-76605,,,,,,
3,37313334,37313835,chr3-37313334-37313835,Stable,Stable,Stable,27,Cetn4,-5585,,,,,,
4,155173421,155173922,chr4-155173421-155173922,Stable,Stable,Stable,27,Morn1,-86844,,,,,,
7,81147068,81147569,chr7-81147068-81147569,Stable,Stable,Stable,27,Cpeb1,199457,,,,,,
19,40366291,40366792,chr19-40366291-40366792,Stable,Stable,Stable,27,Sorbs1,-71538,,,,,,
8,61615765,61616266,chr8-61615765-61616266,Stable,Stable,Stable,27,Palld,-104332,,,,,,
14,27051272,27051773,chr14-27051272-27051773,Stable,Stable,Stable,27,Arhgef3,63126,,,,,,
6,72813511,72814012,chr6-72813511-72814012,Stable,Stable,Stable,27,Tgoln1,-205079,,,,,,
4,149901185,149901686,chr4-149901185-149901686,Stable,Stable,Stable,27,Spsb1,-4902,,,,,,
8,40894313,40894814,chr8-40894313-40894814,Stable,Stable,Stable,27,Slc7a2,-31917,,,Gm5345,-40485,,
7,118740233,118740734,chr7-118740233-118740734,Stable,Stable,Stable,27,Gprc5b,231313,,,,,,
12,81605205,81605842,chr12-81605205-81605842,Stable,Stable,Stable,27,Ttc9,25407,,,,,,
2,152739462,152739963,chr2-152739462-152739963,Stable,Stable,Stable,27,Cox4i2,14210,,,,,,
8,114205297,114205946,chr8-114205297-114205946,Stable,Stable,Stable,27,Wwox,233709,,,,,,
15,66961523,66962205,chr15-66961523-66962205,Stable,Stable,Stable,27,Ndrg1,-32205,,,,,,
10,24711404,24712716,chr10-24711404-24712716,Stable,Stable,Stable,27,Enpp1,-73490,,,Ccn2,-115962,,
4,141131358,141131859,chr4-141131358-141131859,Stable,Stable,Stable,27,Szrd1,-18357,,,Arhgef19,107640,,
7,114321873,114322374,chr7-114321873-114322374,Stable,Stable,Stable,27,Pde3b,92907,,,,,,
2,132030102,132030956,chr2-132030102-132030956,Stable,Stable,Stable,27,Prnp,-120174,,,,,,
12,91774704,91775205,chr12-91774704-91775205,Stable,Stable,Stable,27,Sel1l,30838,,,,,,
11,68691522,68692383,chr11-68691522-68692383,Stable,Stable,Stable,27,Ndel1,129051,,,,,,
8,61341692,61342193,chr8-61341692-61342193,Stable,Stable,Stable,27,Palld,169240,,,,,,
10,86296093,86296594,chr10-86296093-86296594,Stable,Stable,Stable,27,Timp3,3778,,,,,,
5,113856509,113857010,chr5-113856509-113857010,Stable,Closing,Stable,24,Cmklr1,-244155,,,,,,
12,98258436,98258937,chr12-98258436-98258937,Stable,Stable,Stable,27,Galc,-56142,,,,,,
13,6456472,6456973,chr13-6456472-6456973,Stable,Stable,Stable,27,Pfkp,122795,,,,,,
9,88170423,88170924,chr9-88170423-88170924,Stable,Stable,Stable,27,Nt5e,156273,,,,,,
1,177008774,177009275,chr1-177008774-177009275,Stable,Stable,Stable,27,Sdccag8,-194114,,,,,,
19,53390045,53391007,chr19-53390045-53391007,Stable,Stable,Stable,27,Mxi1,-79527,,,,,,
18,12725625,12726370,chr18-12725625-12726370,Stable,Stable,Stable,27,Ttc39c,-125729,,,,,,
16,26025755,26026256,chr16-26025755-26026256,Stable,Stable,Stable,27,P3h2,-66467,,,,,,
16,49951258,49952237,chr16-49951258-49952237,Stable,Stable,Stable,27,Cd47,-150725,,,,,,
10,80963470,80963971,chr10-80963470-80963971,Stable,Stable,Stable,27,Zbtb7a,171249,,,,,,
2,32458299,32458800,chr2-32458299-32458800,Stable,Stable,Stable,27,Lcn2,-73666,,,1110008P14Rik,-81202,,
1,177441772,177442273,chr1-177441772-177442273,Stable,Stable,Stable,27,Zbtb18,78,,,,,,
8,41074224,41074725,chr8-41074224-41074725,Stable,Stable,Stable,27,Slc7a2,-211828,,,Gm5345,-220396,,
15,98026964,98027656,chr15-98026964-98027656,Stable,Stable,Stable,27,Ccdc184,139502,,,,,,
1,179803557,179804058,chr1-179803557-179804058,Stable,Stable,Stable,27,Cdc42bpa,156414,,,,,,
11,109126463,109126964,chr11-109126463-109126964,Stable,Stable,Stable,27,Gna13,235867,,,,,,
7,25802244,25803158,chr7-25802244-25803158,Stable,Stable,Stable,27,Tgfb1,-115242,,,,,,
10,127380156,127380820,chr10-127380156-127380820,Stable,Stable,Stable,27,Ndufa4l2,134147,,,B4galnt1,-214931,,
1,64756359,64757826,chr1-64756359-64757826,Stable,Stable,Stable,27,Mettl21a,-149886,,,,,,
18,64482426,64482927,chr18-64482426-64482927,Stable,Stable,Stable,27,Atp8b1,46040,,,,,,
1,159890525,159891026,chr1-159890525-159891026,Stable,Stable,Stable,27,4930523C07Rik,153356,,,Tnn,194003,,
7,25689008,25689509,chr7-25689008-25689509,Stable,Stable,Stable,27,Tgfb1,-2006,,,,,,
7,114635641,114636497,chr7-114635641-114636497,Stable,Stable,Stable,27,Pde3b,-220360,,,,,,
6,91301850,91302351,chr6-91301850-91302351,Stable,Stable,Stable,27,Fbln2,-89395,,,,,,
7,131011865,131012366,chr7-131011865-131012366,Stable,Stable,Stable,27,Plekha1,-146109,,,,,,
9,99447302,99447803,chr9-99447302-99447803,Stable,Stable,Stable,27,Esyt3,-137339,,,,,,
6,67036263,67036764,chr6-67036263-67036764,Stable,Stable,Stable,27,Gadd45a,-1167,,,,,,
17,35896761,35897865,chr17-35896761-35897865,Stable,Stable,Stable,27,H2-T23,131908,,,,,,
6,125433631,125434132,chr6-125433631-125434132,Stable,Stable,Stable,27,Cd9,26134,,,,,,
12,52433957,52434458,chr12-52433957-52434458,Stable,Stable,Stable,27,Arhgap5,69514,,,,,,
7,25780650,25782481,chr7-25780650-25782481,Stable,Stable,Stable,27,Tgfb1,-93648,,,,,,
2,180947560,180948061,chr2-180947560-180948061,Stable,Stable,Stable,27,Eef1a2,199592,,,,,,
11,80695876,80696695,chr11-80695876-80696695,Stable,Stable,Stable,27,Myo1d,-213750,,,,,,
7,47031270,47031965,chr7-47031270-47031965,Stable,Stable,Stable,27,Ldha,-189795,,,,,,
10,121432158,121432659,chr10-121432158-121432659,Stable,Stable,Stable,27,Xpot,154721,,,,,,
5,67446472,67446973,chr5-67446472-67446973,Stable,Stable,Stable,27,Tmem33,-185907,,,,,,
15,57892257,57892758,chr15-57892257-57892758,Stable,Stable,Stable,27,Derl1,-22755,,,,,,
8,105347763,105348264,chr8-105347763-105348264,Stable,Stable,Stable,27,Tppp3,119229,,,,,,
2,58589536,58590037,chr2-58589536-58590037,Stable,Stable,Stable,27,Acvr1,-200892,,,,,,
17,56325550,56326051,chr17-56325550-56326051,Stable,Stable,Stable,27,Plin4,-224959,,,,,,
11,31503429,31504243,chr11-31503429-31504243,Stable,Stable,Stable,27,Stc2,-146122,,,,,,
8,61265258,61265759,chr8-61265258-61265759,Stable,Stable,Stable,27,Palld,245674,,,,,,
10,60351721,60352222,chr10-60351721-60352222,Stable,Stable,Stable,27,Vsir,-4870,,,,,,
1,177013652,177015578,chr1-177013652-177015578,Stable,Stable,Stable,27,Sdccag8,-198992,,,,,,
8,61596800,61597301,chr8-61596800-61597301,Stable,Stable,Stable,27,Palld,-85367,,,,,,
13,34760409,34760910,chr13-34760409-34760910,Stable,Stable,Stable,27,Eci2,216838,,,,,,
7,46838730,46839231,chr7-46838730-46839231,Stable,Stable,Stable,27,Ldha,2244,,,,,,
14,70618145,70618746,chr14-70618145-70618746,Stable,Stable,Stable,27,Nudt18,-40508,,,,,,
15,66875766,66876398,chr15-66875766-66876398,Stable,Stable,Stable,27,Ndrg1,52920,,,,,,
15,65786905,65787406,chr15-65786905-65787406,Stable,Stable,Stable,27,Kcnq3,198981,,,,,,
3,129630944,129631445,chr3-129630944-129631445,Stable,Stable,Stable,27,Pla2g12a,247161,,,,,,
3,10366678,10367179,chr3-10366678-10367179,Stable,Stable,Stable,27,Fabp4,-162590,,,,,,
14,36892904,36893405,chr14-36892904-36893405,Stable,Stable,Stable,27,Ghitm,226687,,,,,,
4,83315154,83316014,chr4-83315154-83316014,Stable,Stable,Stable,27,Ttc39b,-94854,,,,,,
2,152741488,152742096,chr2-152741488-152742096,Stable,Stable,Stable,27,Cox4i2,12077,,,,,,
13,64358521,64359022,chr13-64358521-64359022,Stable,Stable,Stable,27,Ctsl,315,,,,,,
7,100653809,100654310,chr7-100653809-100654310,Stable,Stable,Stable,27,Plekhb1,-10917,,,Ucp2,-160472,,
8,64422251,64422943,chr8-64422251-64422943,Stable,Stable,Stable,27,Cpe,169599,,,,,,
5,148239011,148239512,chr5-148239011-148239512,Stable,Stable,Stable,27,Slc7a1,87898,,,,,,
16,26002861,26003850,chr16-26002861-26003850,Stable,Stable,Stable,27,P3h2,-43573,,,,,,
1,133967573,133968074,chr1-133967573-133968074,Stable,Stable,Stable,27,Chil1,214102,,,,,,
16,4595635,4596278,chr16-4595635-4596278,Stable,Stable,Stable,27,Dnaja3,43711,,,,,,
18,32147397,32147898,chr18-32147397-32147898,Stable,Stable,Stable,27,Map3k2,15191,,,,,,
13,64274806,64275307,chr13-64274806-64275307,Stable,Stable,Stable,27,Ctsl,84030,,,,,,
14,70206247,70206991,chr14-70206247-70206991,Stable,Stable,Stable,27,Slc39a14,96478,,,,,,
10,78104526,78105190,chr10-78104526-78105190,Stable,Stable,Stable,27,Pfkl,-117579,,,,,,
11,116103977,116104478,chr11-116103977-116104478,Stable,Stable,Stable,27,Wbp2,-25404,,,Itgb4,-129268,,
8,70129269,70129770,chr8-70129269-70129770,Stable,Stable,Stable,27,Nr2c2ap,1563,,,,,,
16,26051317,26051818,chr16-26051317-26051818,Stable,Stable,Stable,27,P3h2,-92029,,,,,,
3,88615923,88616424,chr3-88615923-88616424,Stable,Stable,Stable,27,Arhgef2,-9957,,,,,,
4,141060110,141061039,chr4-141060110-141061039,Stable,Stable,Stable,27,Szrd1,51962,,,Arhgef19,178460,,
6,134794023,134794524,chr6-134794023-134794524,Stable,Stable,Stable,27,Crebl2,35630,,,,,,
3,122748312,122748813,chr3-122748312-122748813,Stable,Stable,Stable,27,Usp53,182680,,,,,,
4,45513942,45514443,chr4-45513942-45514443,Stable,Stable,Stable,27,Slc25a51,-118019,,,,,,
10,86171177,86171678,chr10-86171177-86171678,Stable,Opening,Stable,21,Timp3,128694,,,,,,
10,11305900,11306401,chr10-11305900-11306401,Stable,Stable,Stable,27,Epm2a,37003,,,,,,
5,122770484,122770985,chr5-122770484-122770985,Stable,Stable,Stable,27,P2rx4,-62940,,,,,,
19,53555148,53555649,chr19-53555148-53555649,Stable,Stable,Stable,27,Mxi1,-244630,,,,,,
6,149108692,149109323,chr6-149108692-149109323,Stable,Stable,Stable,27,Amn1,47824,,,,,,
2,131799435,131799936,chr2-131799435-131799936,Stable,Stable,Stable,27,Prnp,109992,,,,,,
6,72598242,72598743,chr6-72598242-72598743,Stable,Stable,Stable,27,Tgoln1,9689,,,Vamp5,-229448,,
10,96120979,96121794,chr10-96120979-96121794,Stable,Stable,Stable,27,Eea1,-180329,,,,,,
4,127352538,127353039,chr4-127352538-127353039,Stable,Stable,Stable,27,Gjb3,-27303,,,Gja4,-41117,,
19,53142316,53142817,chr19-53142316-53142817,Stable,Stable,Stable,27,Mxi1,167701,,,,,,
3,126656206,126656707,chr3-126656206-126656707,Stable,Stable,Stable,27,Camk2d,-59904,,,,,,
9,95852832,95853333,chr9-95852832-95853333,Stable,Stable,Stable,27,Trpc1,-147750,,,,,,
13,9061309,9061810,chr13-9061309-9061810,Stable,Stable,Stable,27,Larp4b,32071,,,Dip2c,214718,,
8,61574476,61574977,chr8-61574476-61574977,Stable,Stable,Stable,27,Palld,-63043,,,,,,
8,25368596,25369097,chr8-25368596-25369097,Stable,Stable,Stable,27,Fgfr1,144557,,,,,,
1,156789779,156790420,chr1-156789779-156790420,Stable,Stable,Stable,27,Tor3a,-136162,,,,,,
11,100962345,100962846,chr11-100962345-100962846,Stable,Stable,Stable,27,Hsd17b1,115565,,,,,,
2,112230562,112231063,chr2-112230562-112231063,Stable,Stable,Stable,27,Emc7,223934,,,,,,
11,83563701,83564202,chr11-83563701-83564202,Stable,Stable,Stable,27,Ccl9,8717,,,,,,
17,56255986,56256924,chr17-56255986-56256924,Stable,Stable,Stable,27,Plin4,-155395,,,,,,
8,34057613,34058114,chr8-34057613-34058114,Stable,Stable,Stable,27,Leprotl1,77458,,,Saraf,96461,,
15,66722129,66722765,chr15-66722129-66722765,Opening,Stable,Stable,9,Ndrg1,206553,,,,,,
1,105179311,105179812,chr1-105179311-105179812,Stable,Stable,Stable,27,Gm29013,64613,,,,,,
17,36237256,36237757,chr17-36237256-36237757,Stable,Stable,Stable,27,H2-T23,-207483,,,,,,
8,27134570,27135071,chr8-27134570-27135071,Stable,Stable,Stable,27,Zfp703,-157245,,,,,,
1,106796460,106796961,chr1-106796460-106796961,Stable,Stable,Stable,27,Kdsr,-76001,,,,,,
6,149119823,149120324,chr6-149119823-149120324,Stable,Stable,Stable,27,Amn1,36823,,,,,,
6,146321912,146322413,chr6-146321912-146322413,Stable,Stable,Stable,27,Itpr2,-213613,,,,,,
8,125043930,125044431,chr8-125043930-125044431,Stable,Stable,Stable,27,Egln1,-135343,,,,,,
8,61755095,61755596,chr8-61755095-61755596,Stable,Stable,Stable,27,Palld,-243662,,,,,,
10,60172995,60173496,chr10-60172995-60173496,Stable,Stable,Stable,27,Vsir,173355,,,,,,
9,79673745,79674246,chr9-79673745-79674246,Stable,Stable,Stable,27,Col12a1,-74754,,,,,,
18,35383545,35384046,chr18-35383545-35384046,Stable,Stable,Stable,27,Sil1,-117149,,,,,,
14,70096021,70096522,chr14-70096021-70096522,Stable,Stable,Stable,27,Slc39a14,206947,,,,,,
12,8509634,8510135,chr12-8509634-8510135,Stable,Stable,Stable,27,Rhob,-11973,,,,,,
15,58538008,58538695,chr15-58538008-58538695,Stable,Stable,Stable,27,Tmem65,243574,,,,,,
15,85583165,85583666,chr15-85583165-85583666,Stable,Stable,Stable,27,Cdpf1,223306,,,,,,
7,99381003,99381603,chr7-99381003-99381603,Stable,Stable,Stable,27,Map6,-113556,,,,,,
5,96890286,96890787,chr5-96890286-96890787,Stable,Stable,Stable,27,Bmp2k,106902,,,,,,
3,123053360,123054634,chr3-123053360-123054634,Stable,Stable,Stable,27,Usp53,-121867,,,,,,
3,97507038,97507646,chr3-97507038-97507646,Stable,Stable,Stable,27,Pde4dip,182178,,,,,,
11,109331309,109331810,chr11-109331309-109331810,Stable,Stable,Stable,27,Gna13,31021,,,,,,
14,26969851,26970352,chr14-26969851-26970352,Stable,Stable,Stable,27,Arhgef3,144547,,,,,,
10,87024822,87025323,chr10-87024822-87025323,Stable,Stable,Stable,27,Nt5dc3,-245817,,,,,,
18,60897698,60898199,chr18-60897698-60898199,Stable,Stable,Stable,27,Rps14,-150600,,,,,,
9,70834706,70835207,chr9-70834706-70835207,Stable,Stable,Stable,27,Mindy2,-235692,,,,,,
19,46499631,46500132,chr19-46499631-46500132,Stable,Stable,Stable,27,Fbxl15,-171447,,,,,,
18,12655053,12655554,chr18-12655053-12655554,Stable,Stable,Stable,27,Ttc39c,-55157,,,,,,
12,16634333,16634834,chr12-16634333-16634834,Stable,Stable,Stable,27,Ntsr2,18548,,,,,,
3,129835995,129836496,chr3-129835995-129836496,Stable,Stable,Stable,27,Pla2g12a,42110,,,,,,
7,99141050,99141551,chr7-99141050-99141551,Stable,Stable,Stable,27,Map6,125896,,,,,,
10,13688447,13688948,chr10-13688447-13688948,Stable,Stable,Stable,27,Fuca2,-188907,,,,,,
10,83069676,83070276,chr10-83069676-83070276,Stable,Stable,Stable,27,Chst11,-84178,,,Slc41a2,160572,,
13,96939565,96940066,chr13-96939565-96940066,Stable,Stable,Stable,27,Hexb,236265,,,,,,
14,70153354,70153855,chr14-70153354-70153855,Stable,Stable,Stable,27,Slc39a14,149614,,,,,,
18,60848714,60849215,chr18-60848714-60849215,Stable,Stable,Stable,27,Rps14,-101616,,,,,,
3,123128621,123129122,chr3-123128621-123129122,Stable,Stable,Stable,27,Usp53,-197128,,,,,,
15,27378750,27379251,chr15-27378750-27379251,Stable,Stable,Stable,27,Ank,87426,,,,,,
2,76468145,76468646,chr2-76468145-76468646,Stable,Stable,Stable,27,Plekha3,206635,,,,,,
17,56303081,56303582,chr17-56303081-56303582,Stable,Stable,Stable,27,Plin4,-202490,,,,,,
18,36188929,36189430,chr18-36188929-36189430,Stable,Stable,Stable,27,Pura,91667,,,Igip,109249,,
6,103381009,103381510,chr6-103381009-103381510,Stable,Stable,Stable,27,Chl1,129076,,,,,,
2,58505658,58506159,chr2-58505658-58506159,Stable,Stable,Stable,27,Acvr1,-117014,,,,,,
1,64667129,64667630,chr1-64667129-64667630,Stable,Stable,Stable,27,Mettl21a,-60656,,,,,,
11,112657399,112657900,chr11-112657399-112657900,Stable,Stable,Stable,27,Sox9,124324,,,,,,
9,56273521,56274022,chr9-56273521-56274022,Stable,Stable,Stable,27,Pstpip1,-183559,,,,,,
2,11402278,11402779,chr2-11402278-11402779,Stable,Stable,Stable,27,Pfkfb3,68654,,,,,,
19,46338324,46338825,chr19-46338324-46338825,Stable,Stable,Stable,27,Fbxl15,-10140,,,,,,
18,12513148,12513649,chr18-12513148-12513649,Stable,Stable,Stable,27,Ttc39c,86247,,,,,,
10,109454264,109454765,chr10-109454264-109454765,Stable,Stable,Stable,27,Nav3,226494,,,,,,
4,154864288,154864789,chr4-154864288-154864789,Stable,Stable,Stable,27,Morn1,221788,,,,,,
18,60657142,60657643,chr18-60657142-60657643,Stable,Stable,Stable,27,Rps14,89455,,,Smim3,-182951,,
13,9093203,9094028,chr13-9093203-9094028,Stable,Stable,Stable,27,Larp4b,0,,,Dip2c,182500,,
10,59510676,59511177,chr10-59510676-59511177,Stable,Stable,Stable,27,P4ha1,-187380,,,,,,
6,72544161,72544662,chr6-72544161-72544662,Stable,Stable,Stable,27,Tgoln1,63770,,,Vamp5,-175367,,
10,121626269,121626770,chr10-121626269-121626770,Stable,Stable,Stable,27,Xpot,-38889,,,,,,
8,105593727,105594228,chr8-105593727-105594228,Stable,Stable,Stable,27,Tppp3,-126234,,,,,,
2,131174564,131175065,chr2-131174564-131175065,Stable,Stable,Stable,27,Spef1,-4303,,,,,,
10,86416671,86417172,chr10-86416671-86417172,Stable,Stable,Stable,27,Timp3,-116299,,,,,,
9,70421329,70421830,chr9-70421329-70421830,Stable,Stable,Stable,27,Mindy2,177184,,,Myo1e,-213979,,
13,64401932,64402433,chr13-64401932-64402433,Stable,Stable,Stable,27,Ctsl,-42595,,,,,,
19,40425361,40425862,chr19-40425361-40425862,Stable,Stable,Stable,27,Sorbs1,-130608,,,,,,
8,15011322,15012295,chr8-15011322-15012295,Stable,Stable,Stable,27,Kbtbd11,-297,,,,,,
8,64548268,64548769,chr8-64548268-64548769,Stable,Stable,Stable,27,Cpe,43773,,,,,,
8,34276286,34276787,chr8-34276286-34276787,Stable,Stable,Stable,27,Saraf,-121711,,,Leprotl1,-140714,,
11,20542252,20543550,chr11-20542252-20543550,Stable,Stable,Stable,27,Slc1a4,-240072,,,,,,
1,106870034,106870535,chr1-106870034-106870535,Stable,Stable,Stable,27,Kdsr,-149575,,,,,,
8,121665233,121665734,chr8-121665233-121665734,Stable,Stable,Stable,27,Slc7a5,215416,,,,,,
18,60458168,60458669,chr18-60458168-60458669,Stable,Stable,Stable,27,Smim3,15522,,,,,,
7,118855459,118856118,chr7-118855459-118856118,Stable,Stable,Stable,27,Gprc5b,115929,,,,,,
10,115361908,115362755,chr10-115361908-115362755,Stable,Stable,Stable,27,Rab21,-74824,,,,,,
13,40859537,40860038,chr13-40859537-40860038,Stable,Stable,Stable,27,Gcnt2,0,,,,,,
16,22517657,22518436,chr16-22517657-22518436,Stable,Stable,Stable,27,Dgkg,-49196,,,,,,
10,24397069,24397570,chr10-24397069-24397570,Stable,Stable,Stable,27,Ccn2,197872,,,Enpp1,240344,,
2,152707573,152708074,chr2-152707573-152708074,Stable,Stable,Stable,27,Cox4i2,46099,,,,,,
7,126377200,126377923,chr7-126377200-126377923,Stable,Stable,Stable,27,Apobr,207019,,,Nupr1,245326,,
16,49803840,49804341,chr16-49803840-49804341,Stable,Stable,Stable,27,Cd47,-3307,,,,,,
1,87550966,87551467,chr1-87550966-87551467,Stable,Stable,Stable,27,Ngef,-74132,,,,,,
6,108661104,108661605,chr6-108661104-108661605,Stable,Stable,Stable,27,Bhlhe40,-475,,,,,,
14,27332310,27332811,chr14-27332310-27332811,Stable,Stable,Stable,27,Arhgef3,-217411,,,,,,
11,53849817,53850318,chr11-53849817-53850318,Stable,Stable,Stable,27,Slc22a4,132805,,,Pdlim4,204610,,
3,122413904,122414405,chr3-122413904-122414405,Stable,Stable,Stable,27,Bcar3,-119768,,,,,,
3,90253944,90254445,chr3-90253944-90254445,Stable,Stable,Stable,27,Slc39a1,-5772,,,,,,
1,105177540,105178041,chr1-105177540-105178041,Stable,Stable,Stable,27,Gm29013,66384,,,,,,
11,120727083,120727584,chr11-120727083-120727584,Stable,Stable,Stable,27,Slc16a3,220896,,,,,,
10,127120985,127121486,chr10-127120985-127121486,Stable,Stable,Stable,27,B4galnt1,43739,,,,,,
7,139139892,139140393,chr7-139139892-139140393,Stable,Stable,Stable,27,Bnip3,-249056,,,,,,
4,119008461,119008962,chr4-119008461-119008962,Stable,Stable,Stable,27,Slc2a1,99749,,,,,,
6,103306791,103307524,chr6-103306791-103307524,Stable,Stable,Stable,27,Chl1,203062,,,,,,
11,105823192,105823693,chr11-105823192-105823693,Stable,Stable,Stable,27,Cyb561,110009,,,,,,
6,108569435,108569936,chr6-108569435-108569936,Stable,Stable,Stable,27,Bhlhe40,90693,,,,,,
9,64100364,64100865,chr9-64100364-64100865,Stable,Stable,Stable,27,Map2k1,84905,,,,,,
18,67469604,67470105,chr18-67469604-67470105,Stable,Stable,Stable,27,Spire1,18104,,,,,,
11,120713564,120714065,chr11-120713564-120714065,Stable,Stable,Stable,27,Slc16a3,234415,,,,,,
15,86000702,86001203,chr15-86000702-86001203,Stable,Stable,Stable,27,Cerk,137925,,,Cdpf1,-193730,,
7,34929841,34930342,chr7-34929841-34930342,Stable,Stable,Stable,27,Cebpg,116080,,,,,,
11,31563817,31564557,chr11-31563817-31564557,Stable,Stable,Stable,27,Stc2,-206510,,,,,,
7,99106565,99107066,chr7-99106565-99107066,Stable,Stable,Stable,27,Map6,160381,,,,,,
4,154898728,154899418,chr4-154898728-154899418,Stable,Stable,Stable,27,Morn1,187159,,,,,,
9,78537087,78537588,chr9-78537087-78537588,Stable,Stable,Stable,27,Cd109,77958,,,,,,
12,16778970,16779471,chr12-16778970-16779471,Stable,Stable,Stable,27,Ntsr2,-125588,,,,,,
1,182124689,182125330,chr1-182124689-182125330,Stable,Stable,Stable,27,Degs1,150442,,,,,,
18,60382445,60382946,chr18-60382445-60382946,Stable,Stable,Stable,27,Smim3,91245,,,,,,
7,46986658,46987159,chr7-46986658-46987159,Stable,Stable,Stable,27,Ldha,-145183,,,,,,
8,105621822,105622943,chr8-105621822-105622943,Stable,Stable,Stable,27,Tppp3,-154329,,,,,,
3,132983922,132984423,chr3-132983922-132984423,Stable,Stable,Stable,27,Ints12,107417,,,,,,
16,5996908,5997409,chr16-5996908-5997409,Stable,Stable,Stable,27,Rbfox1,-111553,,,,,,
1,78567531,78568490,chr1-78567531-78568490,Stable,Stable,Stable,27,Acsl3,89335,,,,,,
3,126611507,126612008,chr3-126611507-126612008,Stable,Stable,Stable,27,Camk2d,-15205,,,,,,
10,86705435,86706439,chr10-86705435-86706439,Stable,Stable,Stable,27,Nt5dc3,72566,,,,,,
14,45479173,45479674,chr14-45479173-45479674,Stable,Stable,Stable,27,Ero1l,-196086,,,,,,
17,23734232,23734733,chr17-23734232-23734733,Stable,Stable,Stable,27,Tnfrsf12a,-58787,,,,,,
14,21500443,21500944,chr14-21500443-21500944,Stable,Stable,Stable,27,Samd8,249587,,,,,,
12,40043768,40044627,chr12-40043768-40044627,Stable,Stable,Stable,27,Ifrd1,156940,,,,,,
2,27088029,27088530,chr2-27088029-27088530,Stable,Stable,Stable,27,Adamtsl2,-8650,,,,,,
6,3531439,3531940,chr6-3531439-3531940,Stable,Stable,Stable,27,Samd9l,-159182,,,,,,
11,114704143,114704644,chr11-114704143-114704644,Stable,Stable,Stable,27,Ttyh2,-28712,,,,,,
8,68908469,68908970,chr8-68908469-68908970,Stable,Stable,Stable,27,Atp6v1b2,179676,,,,,,
19,46471655,46472156,chr19-46471655-46472156,Stable,Stable,Stable,27,Fbxl15,-143471,,,,,,
6,113668705,113669206,chr6-113668705-113669206,Stable,Stable,Stable,27,Vhl,-44746,,,,,,
10,127596935,127597934,chr10-127596935-127597934,Stable,Stable,Stable,27,Ndufa4l2,-81968,,,,,,
4,127067334,127067835,chr4-127067334-127067835,Stable,Stable,Stable,27,Gja4,243586,,,,,,
6,134640757,134641258,chr6-134640757-134641258,Stable,Stable,Stable,27,Crebl2,188896,,,,,,
7,139085858,139086359,chr7-139085858-139086359,Stable,Stable,Stable,27,Bnip3,-195022,,,,,,
15,74487383,74487884,chr15-74487383-74487884,Stable,Stable,Stable,27,Them6,233320,,,,,,
2,173414015,173414516,chr2-173414015-173414516,Stable,Opening,Stable,21,Pmepa1,-189557,,,,,,
2,32201436,32201937,chr2-32201436-32201937,Stable,Stable,Stable,27,1110008P14Rik,175160,,,Lcn2,182696,,
4,130972437,130972938,chr4-130972437-130972938,Stable,Stable,Stable,27,Sdc3,-179900,,,,,,
1,182089395,182089896,chr1-182089395-182089896,Stable,Stable,Stable,27,Degs1,185876,,,,,,
19,40467681,40468182,chr19-40467681-40468182,Stable,Stable,Stable,27,Sorbs1,-172928,,,,,,
8,105596402,105596903,chr8-105596402-105596903,Stable,Stable,Stable,27,Tppp3,-128909,,,,,,
14,45530282,45530783,chr14-45530282-45530783,Stable,Stable,Stable,27,Ero1l,-247195,,,,,,
16,92632037,92632538,chr16-92632037-92632538,Stable,Stable,Stable,27,Runx1,-30571,,,,,,
1,7206354,7206855,chr1-7206354-7206855,Stable,Stable,Stable,27,Pcmtd1,-117434,,,,,,
18,36492647,36493336,chr18-36492647-36493336,Stable,Stable,Stable,27,Hbegf,11591,,,Igip,-193968,Pura,-211550
1,121111735,121112236,chr1-121111735-121112236,Stable,Stable,Stable,27,Insig2,192117,,,,,,
11,53314725,53315226,chr11-53314725-53315226,Stable,Stable,Stable,27,8-Sep,204031,,,,,,
6,134928259,134928950,chr6-134928259-134928950,Stable,Stable,Stable,27,Crebl2,-98105,,,,,,
6,108772826,108773522,chr6-108772826-108773522,Stable,Stable,Stable,27,Bhlhe40,-112197,,,,,,
4,45342384,45342885,chr4-45342384-45342885,Stable,Stable,Stable,27,Slc25a51,53038,,,,,,
14,37238568,37239069,chr14-37238568-37239069,Stable,Stable,Stable,27,Ghitm,-118476,,,,,,
18,4858528,4859029,chr18-4858528-4859029,Stable,Stable,Stable,27,Jcad,-223650,,,,,,
10,97282689,97283190,chr10-97282689-97283190,Stable,Stable,Stable,27,Dcn,196419,,,,,,
