Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,
11,68467545,68468194,chr11-68467545-68468194,Stable,Closing,Closing,23,Myh10,223365,,,,,,,,
11,101338376,101338877,chr11-101338376-101338877,Stable,Closing,Closing,23,Brca1,149887,,,,,,,,
17,83572302,83572803,chr17-83572302-83572803,Stable,Closing,Closing,23,Eml4,-221371,,,,,,,,
3,137952341,137952842,chr3-137952341-137952842,Stable,Stable,Closing,26,H2afz,-87854,,,,,,,,
1,191592206,191592707,chr1-191592206-191592707,Stable,Closing,Closing,23,Dtl,-54850,,,,,,,,
15,39047515,39048016,chr15-39047515-39048016,Stable,Closing,Closing,23,Cthrc1,28916,,,,,,,,
1,150769790,150770291,chr1-150769790-150770291,Stable,Stable,Closing,26,Hmcn1,-207266,,,,,,,,
13,4076669,4077417,chr13-4076669-4077417,Stable,Closing,Closing,23,Net1,-194651,,,,,,,,
5,22473258,22473759,chr5-22473258-22473759,Stable,Stable,Closing,26,Rpl17-ps5,138869,,,,,,,,
1,189495736,189496237,chr1-189495736-189496237,Stable,Stable,Closing,26,Cenpf,144369,,,,,,,,
16,56570863,56571364,chr16-56570863-56571364,Stable,Stable,Closing,26,Abi3bp,-92985,,,,,,,,
2,69113807,69114500,chr2-69113807-69114500,Stable,Closing,Closing,23,Spc25,79395,,,,,,,,
7,137303543,137304243,chr7-137303543-137304243,Stable,Closing,Closing,23,Glrx3,133371,,,,,,,,
4,109444537,109445038,chr4-109444537-109445038,Stable,Closing,Closing,23,Cdkn2c,215838,,,,,,,,
5,12945723,12946333,chr5-12945723-12946333,Stable,Closing,Closing,23,Sema3a,179081,,,,,,,,
2,157071467,157071968,chr2-157071467-157071968,Stable,Stable,Closing,26,Rbl1,73925,,,Dsn1,-76202,,,,
12,85287705,85288206,chr12-85287705-85288206,Stable,Closing,Closing,23,Dlst,-176872,,,,,,,,
13,100581611,100582112,chr13-100581611-100582112,Stable,Stable,Closing,26,Gtf2h2,-121393,,,Ccnb1,196538,,,,
15,77888103,77888604,chr15-77888103-77888604,Stable,Closing,Closing,23,Myh9,-127516,,,,,,,,
2,84294598,84295631,chr2-84294598-84295631,Stable,Stable,Closing,26,Calcrl,34995,,,Tfpi,137224,,,,
16,26210789,26211290,chr16-26210789-26211290,Stable,Stable,Closing,26,Cldn1,145352,,,,,,,,
2,168114904,168115405,chr2-168114904-168115405,Stable,Stable,Closing,26,Ripor3,-134740,,,,,,,,
1,189888683,189889184,chr1-189888683-189889184,Stable,Closing,Closing,23,Cenpf,-248077,,,,,,,,
2,137049309,137049810,chr2-137049309-137049810,Stable,Closing,Closing,23,Jag1,31646,,,,,,,,
13,74056056,74056557,chr13-74056056-74056557,Stable,Closing,Closing,23,Trip13,-144709,,,,,,,,
12,8451714,8452215,chr12-8451714-8452215,Stable,Closing,Closing,23,Hs1bp3,-138282,,,,,,,,
1,84518282,84518783,chr1-84518282-84518783,Stable,Closing,Closing,23,Trip12,202406,,,,,,,,
16,52438195,52438696,chr16-52438195-52438696,Stable,Closing,Closing,23,Alcam,-189199,,,,,,,,
3,141561195,141561696,chr3-141561195-141561696,Stable,Stable,Closing,26,Unc5c,-95979,,,,,,,,
13,64020808,64021309,chr13-64020808-64021309,Stable,Stable,Closing,26,Zfp367,111709,,,,,,,,
7,142481508,142482009,chr7-142481508-142482009,Stable,Closing,Closing,23,Lsp1,-20699,,,,,,,,
9,117961943,117962671,chr9-117961943-117962671,Stable,Closing,Closing,23,Cmc1,101851,,,,,,,,
13,103978264,103978858,chr13-103978264-103978858,Stable,Stable,Closing,26,Cenpk,249753,,,,,,,,
7,67730419,67730920,chr7-67730419-67730920,Stable,Closing,Closing,23,Igf1r,221907,,,,,,,,
15,55265462,55266436,chr15-55265462-55266436,Stable,Closing,Closing,23,Dscc1,-189363,,,,,,,,
11,11878884,11879385,chr11-11878884-11879385,Stable,Stable,Closing,26,Grb10,51123,,,Fignl1,-91453,,,,
14,69089014,69089515,chr14-69089014-69089515,Stable,Closing,Closing,23,Nkx3-1,101123,,,,,,,,
4,40844916,40845850,chr4-40844916-40845850,Stable,Closing,Closing,23,B4galt1,-40314,,,,,,,,
16,23030236,23030737,chr16-23030236-23030737,Stable,Closing,Closing,23,Rfc4,83206,,,,,,,,
4,89351419,89351920,chr4-89351419-89351920,Stable,Closing,Closing,23,Mtap,-214297,,,,,,,,
18,4709649,4710279,chr18-4709649-4710279,Stable,Stable,Closing,26,Svil,210261,,,,,,,,
13,16146596,16147097,chr13-16146596-16147097,Stable,Closing,Closing,23,Inhba,-134745,,,,,,,,
10,111314980,111315481,chr10-111314980-111315481,Stable,Closing,Closing,23,Nap1l1,157742,,,,,,,,
7,19817381,19817882,chr7-19817381-19817882,Stable,Stable,Closing,26,Clptm1,-185810,,,,,,,,
4,129795218,129796088,chr4-129795218-129796088,Stable,Closing,Closing,23,Ptp4a2,15131,,,,,,,,
10,34483226,34483992,chr10-34483226-34483992,Stable,Closing,Closing,23,Frk,0,,,,,,,,
1,169726343,169727041,chr1-169726343-169727041,Stable,Closing,Closing,23,Nuf2,-228409,,,,,,,,
14,47533469,47533970,chr14-47533469-47533970,Stable,Stable,Closing,26,Dlgap5,-145690,,,,,,,,
15,83417386,83417887,chr15-83417386-83417887,Stable,Stable,Closing,26,Scube1,187112,,,,,,,,
5,110338721,110339422,chr5-110338721-110339422,Stable,Closing,Closing,23,Pole,-52415,,,,,,,,
7,66325252,66325753,chr7-66325252-66325753,Stable,Closing,Closing,23,Lrrk1,-98340,,,,,,,,
4,123413738,123414239,chr4-123413738-123414239,Stable,Closing,Closing,23,Macf1,-64105,,,,,,,,
7,109545140,109545641,chr7-109545140-109545641,Stable,Stable,Closing,26,Rpl27a,-25993,,,,,,,,
14,55824870,55825371,chr14-55824870-55825371,Stable,Stable,Closing,26,Nynrin,28639,,,,,,,,
11,99113097,99113598,chr11-99113097-99113598,Stable,Closing,Closing,23,Top2a,-120154,,,,,,,,
2,109037940,109038441,chr2-109037940-109038441,Stable,Closing,Closing,23,Kif18a,242297,,,,,,,,
17,31994070,31994858,chr17-31994070-31994858,Stable,Stable,Closing,26,Notch3,125962,,,,,,,,
3,54560106,54560854,chr3-54560106-54560854,Stable,Stable,Closing,26,Postn,-198997,,,,,,,,
2,144427803,144428304,chr2-144427803-144428304,Stable,Closing,Closing,23,Snx5,-177680,,,,,,,,
1,133744771,133745272,chr1-133744771-133745272,Stable,Closing,Closing,23,Zc3h11a,-124909,,,,,,,,
15,102673538,102674039,chr15-102673538-102674039,Stable,Closing,Closing,23,Rpl39-ps,-38500,,,,,,,,
13,3709114,3709615,chr13-3709114-3709615,Stable,Closing,Closing,23,Net1,172403,,,,,,,,
13,49466594,49467095,chr13-49466594-49467095,Stable,Closing,Closing,23,Cenpp,-2571,,,,,,,,
2,137067586,137068087,chr2-137067586-137068087,Stable,Closing,Closing,23,Jag1,13369,,,,,,,,
12,85700475,85700976,chr12-85700475-85700976,Stable,Closing,Closing,23,Batf,-13806,,,,,,,,
2,109520445,109520946,chr2-109520445-109520946,Stable,Closing,Closing,23,Kif18a,-239707,,,,,,,,
7,66165167,66165864,chr7-66165167-66165864,Stable,Closing,Closing,23,Lrrk1,61048,,,,,,,,
9,61695308,61695809,chr9-61695308-61695809,Stable,Closing,Closing,23,Kif23,220096,,,,,,,,
4,24548705,24549206,chr4-24548705-24549206,Stable,Closing,Closing,23,Mms22l,-52254,,,,,,,,
11,73236167,73236668,chr11-73236167-73236668,Stable,Closing,Closing,23,Haspin,-100682,,,,,,,,
3,95726613,95727114,chr3-95726613-95727114,Stable,Closing,Closing,23,BC028528,156840,,,,,,,,
16,38396094,38396595,chr16-38396094-38396595,Stable,Closing,Closing,23,Pla1a,0,,,,,,,,
15,38950726,38951610,chr15-38950726-38951610,Stable,Closing,Closing,23,Cthrc1,125322,,,,,,,,
16,90621781,90622282,chr16-90621781-90622282,Stable,Stable,Closing,26,Mis18a,97030,,,,,,,,
3,131999050,131999551,chr3-131999050-131999551,Stable,Closing,Closing,23,Dkk2,85741,,,,,,,,
7,75642203,75642704,chr7-75642203-75642704,Stable,Closing,Closing,23,Akap13,-186669,,,,,,,,
8,104105722,104106638,chr8-104105722-104106638,Stable,Closing,Closing,23,Cklf,144223,,,,,,,,
18,60663907,60664408,chr18-60663907-60664408,Stable,Closing,Closing,23,Synpo,-69934,,,,,,,,
2,60922324,60923155,chr2-60922324-60923155,Stable,Closing,Closing,23,Rbms1,-172131,,,,,,,,
1,40187949,40188450,chr1-40187949-40188450,Stable,Closing,Closing,23,Il1r1,36630,,,Il1rl2,136160,,,,
10,34618342,34618843,chr10-34618342-34618843,Stable,Closing,Closing,23,Frk,-134943,,,,,,,,
13,15587878,15588637,chr13-15587878-15588637,Stable,Closing,Closing,23,Gli3,-124643,,,,,,,,
10,111694189,111694690,chr10-111694189-111694690,Stable,Stable,Closing,26,Nap1l1,-220966,,,,,,,,
5,22731704,22732205,chr5-22731704-22732205,Stable,Closing,Closing,23,Rpl17-ps5,-119076,,,,,,,,
2,19683043,19683544,chr2-19683043-19683544,Stable,Closing,Closing,23,Etl4,226236,,,,,,,,
7,137269684,137270185,chr7-137269684-137270185,Stable,Closing,Closing,23,Glrx3,167429,,,,,,,,
5,29861393,29861894,chr5-29861393-29861894,Stable,Closing,Closing,23,Tyms,196308,,,,,,,,
13,90871759,90872260,chr13-90871759-90872260,Stable,Stable,Closing,26,Rps23,50698,,,,,,,,
16,87554257,87554758,chr16-87554257-87554758,Stable,Closing,Closing,23,Bach1,144187,,,,,,,,
1,71476843,71477344,chr1-71476843-71477344,Stable,Stable,Closing,26,Fn1,108176,,,,,,,,
13,49581550,49582306,chr13-49581550-49582306,Stable,Closing,Closing,23,Cenpp,-117527,,,,,,,,
1,84507160,84507826,chr1-84507160-84507826,Stable,Closing,Closing,23,Trip12,213363,,,,,,,,
2,125302069,125302930,chr2-125302069-125302930,Stable,Stable,Closing,26,Dut,-54879,,,,,,,,
17,83197268,83197769,chr17-83197268-83197769,Stable,Closing,Closing,23,Eml4,153162,,,,,,,,
19,37814387,37814888,chr19-37814387-37814888,Stable,Closing,Closing,23,Myof,84148,,,Cep55,240123,,,,
13,90781989,90782802,chr13-90781989-90782802,Stable,Closing,Closing,23,Rps23,140156,,,,,,,,
2,150775910,150776411,chr2-150775910-150776411,Stable,Stable,Closing,26,Gins1,128989,,,,,,,,
12,17087308,17087809,chr12-17087308-17087809,Stable,Closing,Closing,23,Pqlc3,-98660,,,,,,,,
10,30095622,30096123,chr10-30095622-30096123,Stable,Closing,Closing,23,Cenpw,98446,,,,,,,,
1,149960948,149961449,chr1-149960948-149961449,Stable,Closing,Closing,23,Pla2g4a,-131330,,,,,,,,
7,67718741,67719242,chr7-67718741-67719242,Stable,Closing,Closing,23,Igf1r,233585,,,,,,,,
2,168169007,168169935,chr2-168169007-168169935,Stable,Stable,Closing,26,Ripor3,-188843,,,,,,,,
15,102656601,102657102,chr15-102656601-102657102,Stable,Closing,Closing,23,Rpl39-ps,-21563,,,,,,,,
10,69507682,69508183,chr10-69507682-69508183,Stable,Closing,Closing,23,Cdk1,-172536,,,,,,,,
3,38276890,38277548,chr3-38276890-38277548,Stable,Closing,Closing,23,Ankrd50,171711,,,,,,,,
8,13531562,13532063,chr8-13531562-13532063,Stable,Stable,Closing,26,Rasa3,34885,,,,,,,,
3,109309894,109310395,chr3-109309894-109310395,Stable,Stable,Closing,26,Slc25a24,-186745,,,,,,,,
13,92593126,92593627,chr13-92593126-92593627,Stable,Closing,Closing,23,Thbs4,157963,,,Dhfr,-238400,,,,
6,72389948,72390449,chr6-72389948-72390449,Stable,Closing,Closing,23,Tcf7l1,235929,,,,,,,,
10,30187655,30188709,chr10-30187655-30188709,Stable,Closing,Closing,23,Cenpw,5860,,,,,,,,
2,152928207,152928708,chr2-152928207-152928708,Stable,Closing,Closing,23,Tpx2,-80243,,,,,,,,
2,137107850,137108351,chr2-137107850-137108351,Stable,Closing,Closing,23,Jag1,-26394,,,,,,,,
4,86336031,86336532,chr4-86336031-86336532,Stable,Closing,Closing,23,Haus6,242323,,,,,,,,
18,4715852,4716705,chr18-4715852-4716705,Stable,Closing,Closing,23,Svil,203835,,,,,,,,
14,24253536,24254037,chr14-24253536-24254037,Stable,Closing,Closing,23,Rps24,233088,,,,,,,,
7,142457328,142457829,chr7-142457328-142457829,Stable,Stable,Closing,26,Lsp1,2980,,,,,,,,
17,83322685,83323186,chr17-83322685-83323186,Stable,Stable,Closing,26,Eml4,27745,,,,,,,,
14,31226951,31227452,chr14-31226951-31227452,Stable,Closing,Closing,23,Nt5dc2,-95898,,,,,,,,
10,4026516,4027230,chr10-4026516-4027230,Stable,Closing,Closing,23,Akap12,239150,,,,,,,,
5,93131368,93131869,chr5-93131368-93131869,Stable,Closing,Closing,23,Ccng2,135388,,,,,,,,
4,63763597,63764098,chr4-63763597-63764098,Stable,Stable,Closing,26,Tnc,195687,,,,,,,,
7,135609208,135610202,chr7-135609208-135610202,Stable,Closing,Closing,23,Mki67,79582,,,,,,,,
8,104022823,104023324,chr8-104022823-104023324,Stable,Closing,Closing,23,Cklf,227537,,,,,,,,
18,74917658,74918159,chr18-74917658-74918159,Stable,Closing,Closing,23,Rpl17,80399,,,,,,,,
10,97397186,97397687,chr10-97397186-97397687,Stable,Closing,Closing,23,Epyc,246381,,,,,,,,
5,93020043,93020544,chr5-93020043-93020544,Stable,Stable,Closing,26,Ccng2,246713,,,,,,,,
6,112728672,112729173,chr6-112728672-112729173,Stable,Stable,Closing,26,Rad18,-108822,,,,,,,,
16,26247900,26248401,chr16-26247900-26248401,Stable,Stable,Closing,26,Cldn1,108241,,,,,,,,
8,8453891,8454392,chr8-8453891-8454392,Stable,Closing,Closing,23,Efnb2,163042,,,,,,,,
10,111516306,111516807,chr10-111516306-111516807,Stable,Closing,Closing,23,Nap1l1,-43083,,,,,,,,
12,36879997,36880498,chr12-36879997-36880498,Stable,Closing,Closing,23,Meox2,228042,,,,,,,,
7,67741692,67742193,chr7-67741692-67742193,Stable,Closing,Closing,23,Igf1r,210634,,,,,,,,
1,54846577,54847078,chr1-54846577-54847078,Stable,Closing,Closing,23,Hspe1,241054,,,,,,,,
16,21976138,21976639,chr16-21976138-21976639,Stable,Closing,Closing,23,Igf2bp2,82370,,,,,,,,
18,61335812,61336313,chr18-61335812-61336313,Stable,Closing,Closing,23,Slc26a2,-142893,,,,,,,,
1,192745585,192746492,chr1-192745585-192746492,Stable,Closing,Closing,23,Hhat,-248874,,,,,,,,
9,110162305,110162806,chr9-110162305-110162806,Stable,Closing,Closing,23,Smarcc1,-44597,,,Map4,-230845,,,,
2,140819504,140820005,chr2-140819504-140820005,Stable,Closing,Closing,23,Flrt3,-168590,,,,,,,,
14,46594166,46594667,chr14-46594166-46594667,Stable,Closing,Closing,23,Cdkn3,165874,,,,,,,,
14,65900112,65900918,chr14-65900112-65900918,Stable,Closing,Closing,23,Esco2,-81074,,,Pbk,-94275,,,,
3,137529932,137530527,chr3-137529932-137530527,Stable,Closing,Closing,23,Ddit4l,91085,,,,,,,,
16,17732944,17733445,chr16-17732944-17733445,Stable,Stable,Closing,26,Med15,-81736,,,,,,,,
4,129771380,129772401,chr4-129771380-129772401,Stable,Stable,Closing,26,Ptp4a2,38818,,,,,,,,
7,45235038,45235539,chr7-45235038-45235539,Stable,Closing,Closing,23,Tead2,-19285,,,,,,,,
13,15426715,15427379,chr13-15426715-15427379,Stable,Closing,Closing,23,Gli3,35856,,,,,,,,
9,51881374,51881875,chr9-51881374-51881875,Stable,Closing,Closing,23,Rdx,165298,,,,,,,,
2,75803020,75803521,chr2-75803020-75803521,Stable,Stable,Closing,26,Agps,28656,,,Hnrnpa3,-143759,,,,
1,181742334,181742835,chr1-181742334-181742835,Stable,Closing,Closing,23,Lbr,72500,,,,,,,,
3,61441470,61442971,chr3-61441470-61442971,Stable,Closing,Closing,23,Rap2b,-79832,,,,,,,,
9,92384309,92384810,chr9-92384309-92384810,Stable,Closing,Closing,23,Plscr1,-134559,,,Plod2,157413,,,,
9,92411984,92412485,chr9-92411984-92412485,Stable,Closing,Closing,23,Plod2,129738,,,Plscr1,-162234,,,,
10,91208385,91208886,chr10-91208385-91208886,Stable,Closing,Closing,23,Tmpo,-60814,,,,,,,,
4,99091161,99091662,chr4-99091161-99091662,Stable,Closing,Closing,23,Usp1,-167351,,,,,,,,
19,5842597,5843098,chr19-5842597-5843098,Stable,Closing,Closing,23,Ehbp1l1,-135221,,,,,,,,
17,69222225,69222726,chr17-69222225-69222726,Stable,Closing,Closing,23,Epb41l3,-146542,,,,,,,,
10,97466729,97467230,chr10-97466729-97467230,Stable,Closing,Closing,23,Epyc,176838,,,,,,,,
2,137204475,137205444,chr2-137204475-137205444,Stable,Closing,Closing,23,Jag1,-123019,,,,,,,,
14,25505148,25505649,chr14-25505148-25505649,Stable,Stable,Closing,26,Zcchc24,205993,,,,,,,,
7,112204288,112204881,chr7-112204288-112204881,Stable,Closing,Closing,23,Mical2,20975,,,Dkk3,-88271,,,,
2,137163654,137164155,chr2-137163654-137164155,Stable,Closing,Closing,23,Jag1,-82198,,,,,,,,
2,151003685,151004186,chr2-151003685-151004186,Stable,Closing,Closing,23,Gins1,-98285,,,,,,,,
2,35273521,35274022,chr2-35273521-35274022,Stable,Closing,Closing,23,Ggta1,126157,,,,,,,,
3,84270510,84271011,chr3-84270510-84271011,Stable,Stable,Closing,26,Mnd1,-182577,,,,,,,,
7,137267433,137267934,chr7-137267433-137267934,Stable,Stable,Closing,26,Glrx3,169680,,,,,,,,
17,66350103,66350604,chr17-66350103-66350604,Stable,Closing,Closing,23,Washc1,-238558,,,,,,,,
16,72434398,72434899,chr16-72434398-72434899,Stable,Closing,Closing,23,Robo1,-126092,,,,,,,,
11,68637989,68638490,chr11-68637989-68638490,Stable,Closing,Closing,23,Myh10,53069,,,,,,,,
3,14566647,14567148,chr3-14566647-14567148,Stable,Closing,Closing,23,Car13,74579,,,,,,,,
17,12724953,12725830,chr17-12724953-12725830,Stable,Closing,Closing,23,Igf2r,-42547,,,,,,,,
5,45875419,45875920,chr5-45875419-45875920,Stable,Closing,Closing,23,Ncapg,-205500,,,,,,,,
8,33418126,33418627,chr8-33418126-33418627,Stable,Closing,Closing,23,Tex15,98111,,,,,,,,
11,83057843,83058344,chr11-83057843-83058344,Stable,Closing,Closing,23,Slfn10-ps,-29713,,,,,,,,
10,21937031,21937532,chr10-21937031-21937532,Stable,Closing,Closing,23,Raet1e,221037,,,,,,,,
8,27071755,27072256,chr8-27071755-27072256,Stable,Closing,Closing,23,Adgra2,13327,,,,,,,,
14,25832323,25832824,chr14-25832323-25832824,Stable,Stable,Closing,26,Zcchc24,-120681,,,,,,,,
6,99159932,99160433,chr6-99159932-99160433,Stable,Closing,Closing,23,Foxp1,-234594,,,,,,,,
15,83562807,83563308,chr15-83562807-83563308,Stable,Stable,Closing,26,Scube1,41691,,,,,,,,
1,71473886,71474387,chr1-71473886-71474387,Stable,Closing,Closing,23,Fn1,111133,,,,,,,,
13,15901562,15902334,chr13-15901562-15902334,Stable,Stable,Closing,26,Inhba,109517,,,,,,,,
12,16850573,16851302,chr12-16850573-16851302,Stable,Closing,Closing,23,Pqlc3,137346,,,,,,,,
13,90738459,90738960,chr13-90738459-90738960,Stable,Closing,Closing,23,Rps23,183998,,,,,,,,
13,30221279,30221780,chr13-30221279-30221780,Stable,Closing,Closing,23,Mboat1,-84790,,,,,,,,
1,153669053,153669554,chr1-153669053-153669554,Stable,Stable,Closing,26,Dhx9,-213295,,,,,,,,
2,17860594,17861095,chr2-17860594-17861095,Stable,Stable,Closing,26,Skida1,179581,,,,,,,,
12,70061974,70062475,chr12-70061974-70062475,Stable,Stable,Closing,26,Nin,-50539,,,,,,,,
13,89746456,89746957,chr13-89746456-89746957,Stable,Stable,Closing,26,Vcan,-91144,,,,,,,,
3,101136412,101136913,chr3-101136412-101136913,Stable,Stable,Closing,26,Ttf2,-197552,,,,,,,,
18,4845333,4845834,chr18-4845333-4845834,Stable,Stable,Closing,26,Svil,74706,,,,,,,,
18,62896754,62897255,chr18-62896754-62897255,Stable,Closing,Closing,23,Piezo2,112958,,,,,,,,
14,25527245,25527746,chr14-25527245-25527746,Stable,Stable,Closing,26,Zcchc24,183896,,,,,,,,
2,70505254,70505755,chr2-70505254-70505755,Stable,Closing,Closing,23,Sp5,-30331,,,,,,,,
3,137980918,137981693,chr3-137980918-137981693,Stable,Closing,Closing,23,H2afz,-116431,,,,,,,,
4,99163176,99163967,chr4-99163176-99163967,Stable,Stable,Closing,26,Usp1,-239366,,,,,,,,
13,97366757,97367258,chr13-97366757-97367258,Stable,Closing,Closing,23,Nsa2,-237333,,,,,,,,
17,71742909,71743410,chr17-71742909-71743410,Stable,Closing,Closing,23,Ndc80,-246809,,,,,,,,
9,117956685,117957186,chr9-117956685-117957186,Stable,Closing,Closing,23,Cmc1,107336,,,,,,,,
1,57947654,57948797,chr1-57947654-57948797,Stable,Closing,Closing,23,Sgo2a,47174,,,,,,,,
8,33609778,33610279,chr8-33609778-33610279,Stable,Stable,Closing,26,Tex15,-93040,,,,,,,,
5,145116359,145117161,chr5-145116359-145117161,Stable,Closing,Closing,23,Arpc1b,-2144,,,,,,,,
8,11393168,11393857,chr8-11393168-11393857,Stable,Closing,Closing,23,Col4a1,-194745,,,,,,,,
7,75397587,75398088,chr7-75397587-75398088,Stable,Closing,Closing,23,Akap13,57446,,,,,,,,
8,84722821,84723322,chr8-84722821-84723322,Stable,Stable,Closing,26,Syce2,148789,,,,,,,,
11,11871401,11871902,chr11-11871401-11871902,Stable,Closing,Closing,23,Grb10,58606,,,Fignl1,-83970,,,,
10,128921750,128922251,chr10-128921750-128922251,Stable,Closing,Closing,23,Cdk2,-223811,,,,,,,,
5,93127719,93128220,chr5-93127719-93128220,Stable,Stable,Closing,26,Ccng2,139037,,,,,,,,
15,10540300,10540801,chr15-10540300-10540801,Stable,Closing,Closing,23,Rai14,28168,,,,,,,,
17,65930905,65931406,chr17-65930905-65931406,Stable,Stable,Closing,26,Washc1,180139,,,,,,,,
17,88542969,88543470,chr17-88542969-88543470,Stable,Closing,Closing,23,Ston1,54214,,,,,,,,
4,40844262,40844763,chr4-40844262-40844763,Stable,Stable,Closing,26,B4galt1,-39660,,,,,,,,
2,113537842,113538343,chr2-113537842-113538343,Stable,Closing,Closing,23,Grem1,207821,,,,,,,,
1,20996589,20997090,chr1-20996589-20997090,Stable,Closing,Closing,23,Mcm3,-193621,,,,,,,,
18,41950872,41951373,chr18-41950872-41951373,Stable,Closing,Closing,23,Prelid2,-75272,,,,,,,,
12,24723667,24724774,chr12-24723667-24724774,Stable,Stable,Closing,26,Rrm2,-15426,,,,,,,,
1,176053512,176054013,chr1-176053512-176054013,Stable,Closing,Closing,23,Exo1,-172931,,,,,,,,
9,103432330,103432831,chr9-103432330-103432831,Stable,Closing,Closing,23,Cdv3,-79236,,,Topbp1,-127115,,,,
17,33779240,33779741,chr17-33779240-33779741,Stable,Closing,Closing,23,Kifc1,95918,,,,,,,,
4,63773201,63774364,chr4-63773201-63774364,Stable,Closing,Closing,23,Tnc,185421,,,,,,,,
1,20677934,20678435,chr1-20677934-20678435,Stable,Stable,Closing,26,Mcm3,124533,,,,,,,,
18,60669682,60670799,chr18-60669682-60670799,Stable,Stable,Closing,26,Synpo,-75709,,,,,,,,
17,36023809,36024310,chr17-36023809-36024310,Stable,Closing,Closing,23,Ppp1r18,-158216,,,Mdc1,-182294,,,,
18,4829752,4830253,chr18-4829752-4830253,Stable,Closing,Closing,23,Svil,90287,,,,,,,,
11,29626434,29626935,chr11-29626434-29626935,Stable,Closing,Closing,23,Rps27a,-80588,,,,,,,,
16,32859130,32859631,chr16-32859130-32859631,Stable,Closing,Closing,23,Lrch3,54469,,,,,,,,
13,63929297,63929798,chr13-63929297-63929798,Stable,Stable,Closing,26,Zfp367,203220,,,,,,,,
4,13882237,13882738,chr4-13882237-13882738,Stable,Closing,Closing,23,Runx1t1,-138801,,,,,,,,
9,110084034,110084535,chr9-110084034-110084535,Stable,Closing,Closing,23,Smarcc1,33173,,,Map4,-152574,Cdc25a,-208455,,
10,14463919,14464420,chr10-14463919-14464420,Stable,Closing,Closing,23,Adgrg6,-61336,,,,,,,,
8,18817056,18818081,chr8-18817056-18818081,Stable,Closing,Closing,23,Xkr5,114648,,,,,,,,
15,10642380,10642881,chr15-10642380-10642881,Stable,Closing,Closing,23,Rai14,-73411,,,,,,,,
1,40139761,40140262,chr1-40139761-40140262,Stable,Closing,Closing,23,Il1r1,84818,,,Il1rl2,184348,,,,
15,36488566,36489067,chr15-36488566-36489067,Stable,Stable,Closing,26,Pabpc1,106594,,,,,,,,
18,66475413,66475914,chr18-66475413-66475914,Stable,Stable,Closing,26,Pmaip1,-16880,,,,,,,,
17,68045861,68046599,chr17-68045861-68046599,Stable,Closing,Closing,23,Arhgap28,-203148,,,,,,,,
13,104031810,104032311,chr13-104031810-104032311,Stable,Stable,Closing,26,Cenpk,196300,,,,,,,,
4,130036910,130037572,chr4-130036910-130037572,Stable,Closing,Closing,23,Ptp4a2,-225691,,,,,,,,
4,131848032,131848533,chr4-131848032-131848533,Stable,Closing,Closing,23,Epb41,74880,,,,,,,,
6,99159283,99159784,chr6-99159283-99159784,Stable,Closing,Closing,23,Foxp1,-233945,,,,,,,,
4,98795153,98795654,chr4-98795153-98795654,Stable,Closing,Closing,23,Usp1,128156,,,,,,,,
15,83696803,83697500,chr15-83696803-83697500,Stable,Closing,Closing,23,Scube1,-91804,,,,,,,,
19,38973642,38974143,chr19-38973642-38974143,Stable,Closing,Closing,23,Hells,-42727,,,,,,,,
7,144534732,144535233,chr7-144534732-144535233,Stable,Closing,Closing,23,Ano1,53316,,,Cttn,-98999,,,,
17,79068983,79069484,chr17-79068983-79069484,Stable,Closing,Closing,23,Eif2ak2,-216419,,,,,,,,
12,116231621,116232122,chr12-116231621-116232122,Stable,Stable,Closing,26,Ncapg2,173280,,,,,,,,
7,142482044,142482545,chr7-142482044-142482545,Stable,Closing,Closing,23,Lsp1,-21235,,,,,,,,
10,91241255,91241954,chr10-91241255-91241954,Stable,Closing,Closing,23,Tmpo,-93684,,,,,,,,
11,11872320,11872821,chr11-11872320-11872821,Stable,Closing,Closing,23,Grb10,57687,,,Fignl1,-84889,,,,
3,141491746,141492247,chr3-141491746-141492247,Stable,Closing,Closing,23,Unc5c,-26530,,,,,,,,
10,14188753,14189463,chr10-14188753-14189463,Stable,Stable,Closing,26,Adgrg6,213120,,,,,,,,
13,92241385,92241886,chr13-92241385-92241886,Stable,Closing,Closing,23,Dhfr,112840,,,,,,,,
12,65377774,65378275,chr12-65377774-65378275,Stable,Closing,Closing,23,Mis18bp1,-245040,,,,,,,,
10,82689820,82690321,chr10-82689820-82690321,Stable,Closing,Closing,23,1190007I07Rik,-69969,,,,,,,,
5,33819150,33819651,chr5-33819150-33819651,Stable,Stable,Closing,26,Tacc3,-161022,,,Slbp,-184198,,,,
14,97559475,97560777,chr14-97559475-97560777,Stable,Closing,Closing,23,Dach1,226076,,,,,,,,
5,127382519,127383020,chr5-127382519-127383020,Stable,Closing,Closing,23,Tmem132c,-140711,,,,,,,,
1,20997434,20998435,chr1-20997434-20998435,Stable,Closing,Closing,23,Mcm3,-194466,,,,,,,,
2,125706393,125706894,chr2-125706393-125706894,Stable,Closing,Closing,23,Eid1,-33298,,,,,,,,
